name|faculty_of|has_phd_info|phd_where
MORELA HERNANDEZ|FORD SCHOOL OF PUBLIC POLICY|HERNANDEZ|DUKE UNIVERSITY
NATHAN BARKER|HARRIS SCHOOL OF PUBLIC POLICY|HE HOLDS A PHD IN ECONOMICS|HE HOLDS A PHD IN ECONOMICS
NAVIN KUMAR|HARRIS SCHOOL OF PUBLIC POLICY|HIS WORK IS CONCERNED|OF CHICAGO
NED ENGLISH|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
NEHA MEHRA|HARRIS SCHOOL OF PUBLIC POLICY|A BA (WITH HONORS|DELHI
NICHOLAS MOORE|HARRIS SCHOOL OF PUBLIC POLICY|STACEY ABRAMS|UNIVERSITY
NICHOLE HORN|HARRIS SCHOOL OF PUBLIC POLICY|2020|2008
NICK FAHNDERS|HARRIS SCHOOL OF PUBLIC POLICY|HIS RESEARCH IS CENTERED|ADJUNCT FACULTY
NORMAN BRADBURN|HARRIS SCHOOL OF PUBLIC POLICY|HE|UNIVERSITY OF CHICAGO
NOUR ABDUL-RAZZAK|HARRIS SCHOOL OF PUBLIC POLICY|ABDUL-RAZZAK|MIT
NANCY GUYOTT|INDIANA UNIVERSITY O'NEILL SCHOOL|1993A.B. IN GOVERNMENT, HARVARD COLLEGE, 1990|BLOOMINGTON
NATALIA RAYZOR|INDIANA UNIVERSITY O'NEILL SCHOOL|1997V457 HR TRAINING AND DEVELOPMENTV373|INDIANA UNIVERSITY
NIKOLAOS ZIROGIANNIS|INDIANA UNIVERSITY O'NEILL SCHOOL|2009M.SC.|UNIVERSITY OF MASSACHUSETTS-AMHERST
OEINDRILA DUBE|HARRIS SCHOOL OF PUBLIC POLICY|2002|2002
OLIVER  NELSON JR. |INDIANA UNIVERSITY O'NEILL SCHOOL|2016M.M., MASTER OF MUSIC, BUTLER UNIVERSITY|UNIVERSITY OF ILLINOIS
ORVILLE POWELL|INDIANA UNIVERSITY O'NEILL SCHOOL|1963B.A., EARLHAM COLLEGE, 1961URBAN|PENNSYLVANIA STATE UNIVERSITY
OSITA  AFOAKU|INDIANA UNIVERSITY O'NEILL SCHOOL|WASHINGTON STATE UNIVERSITY|WASHINGTON STATE UNIVERSITY
OWEN  WITESMAN|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
PAIGE AZUMA|HARRIS SCHOOL OF PUBLIC POLICY|2007|HER MA
PAULA WORTHINGTON|HARRIS SCHOOL OF PUBLIC POLICY|1988|UNIVERSITY OF CHICAGO
PETER GANONG|HARRIS SCHOOL OF PUBLIC POLICY|ONE|MIT DURING FALL OF 2021
PAOLO BELARDINELLI|INDIANA UNIVERSITY O'NEILL SCHOOL|BOCCONI UNIVERSITY|BOCCONI UNIVERSITY
PAUL FOGLEMAN|INDIANA UNIVERSITY O'NEILL SCHOOL|2010MA|BLOOMINGTON
PAUL HELMKE|INDIANA UNIVERSITY O'NEILL SCHOOL|1973B.A. (WITH HIGHEST HONORS AND HONORS|YALE UNIVERSITY
PAULA LANTZ|FORD SCHOOL OF PUBLIC POLICY|101|101
PERRY MAULL|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITYB.S. IN MARKETING, INDIANA UNIVERSITY|INDIANA UNIVERSITYB
PHIL LEHMKUHLER|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF LOUISVILLEBA, INDIANA UNIVERSITY|UNIVERSITY OF LOUISVILLEBA, INDIANA UNIVERSITY
PHILIP S. STEVENS|INDIANA UNIVERSITY O'NEILL SCHOOL|HARVARD UNIVERSITY|HARVARD UNIVERSITY
PHOEBE  WAKHUNGU|INDIANA UNIVERSITY O'NEILL SCHOOL|2010M.P.A|INDIANA UNIVERSITY
QUINN RALLINS|HARRIS SCHOOL OF PUBLIC POLICY|GOVERNOR JULIANA STRATTON|CAMBRIDGE
R.J. WOODRING|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY BLOOMINGTONM.S|INDIANA UNIVERSITY BLOOMINGTONM.S
RAAJ SAH|HARRIS SCHOOL OF PUBLIC POLICY|YALE UNIVERSITY|HE IS AN MBA
RAHMATULLAH HAMRAZ|HARRIS SCHOOL OF PUBLIC POLICY|RAHMATULLAH|PANJAB UNIVERSITY IN INDIA
RANJAN DANIELS|HARRIS SCHOOL OF PUBLIC POLICY|RANJAN|RANJAN EARNED AN MBA
RAUL SANCHEZ DE LA SIERRA|HARRIS SCHOOL OF PUBLIC POLICY|HEAVY HISTORICAL LEGACIES|UNIVERSITY OF CHICAGO
REBECCA HOU|HARRIS SCHOOL OF PUBLIC POLICY|SHE HAS OVER EIGHT YEARS|UK
REBECCA WOLFE|HARRIS SCHOOL OF PUBLIC POLICY|YORK UNIVERSITY|NYU’S STEINHARDT SCHOOL
RENA DASCAL|HARRIS SCHOOL OF PUBLIC POLICY|YESHIVA UNIVERSITY|HUSBAND AND TWO SONS
RENAE FENTRESS|HARRIS SCHOOL OF PUBLIC POLICY|HER ROLE FOCUSES|SHE LIVES SOUTH OF CHICAGO
RENE BAUTISTA|HARRIS SCHOOL OF PUBLIC POLICY|CBS NEWS, CNN|NEBRASKA-LINCOLN
RICHARD DELEWSKY|HARRIS SCHOOL OF PUBLIC POLICY|HE ALSO STUDIED ABROAD|HE ALSO STUDIED ABROAD
ROBERT GOERGE|HARRIS SCHOOL OF PUBLIC POLICY|HE IS ALSO COFOUNDER|UNIVERSITY OF CHICAGO
ROBERT KAESTNER|HARRIS SCHOOL OF PUBLIC POLICY|DR. KAESTNER|USC
ROBERT OWENS|HARRIS SCHOOL OF PUBLIC POLICY|2017 TO 2019|UNIVERSITY OF CHICAGO
ROBERT ROSNER|HARRIS SCHOOL OF PUBLIC POLICY|TECHNOLOGIES|UNIVERSITY OF CHICAGO
ROBERT T. MICHAEL|HARRIS SCHOOL OF PUBLIC POLICY|ABORTION|2006
ROGER MYERSON|HARRIS SCHOOL OF PUBLIC POLICY|HE WAS AWARDED THE 2007|2001
RONALD GIBBS|HARRIS SCHOOL OF PUBLIC POLICY|UNICEF IN NEW YORK|DC
RONI RAULWING|HARRIS SCHOOL OF PUBLIC POLICY|CERTIFICATE PROGRAMS|CERTIFICATE PROGRAMS
RUOQI HUANG|HARRIS SCHOOL OF PUBLIC POLICY|PYTHON|VIA SQL AND PYTHON
RYAN KELLOGG|HARRIS SCHOOL OF PUBLIC POLICY|YEARS|BERKELEY
RACHEL CASH|INDIANA UNIVERSITY O'NEILL SCHOOL|2013|WILLIAM JEWELL COLLEGE
RAFAEL REUVENY|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
REBECCA WARREN|INDIANA UNIVERSITY O'NEILL SCHOOL|MICHIGAN STATE UNIVERSITY, 2022|MICHIGAN STATE UNIVERSITY
RHONDA BAIRD|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
RICHARD HANSEN|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
RICHARD L. HALL|FORD SCHOOL OF PUBLIC POLICY|HE RECEIVED HIS PHD FROM THE UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL|UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL
ROBERT BEHN|HARVARD KENNEDY SCHOOL|DON'T THE FOLKS IN ANTARCTICA NEED HELP IMPROVING PERFORMANCE?|HARVARD
ROBERT C. HAMPSHIRE|FORD SCHOOL OF PUBLIC POLICY|HAMPSHIRE|PRINCETON UNIVERSITY
ROBERT HANSEN|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
ROBERT S. KRAVCHUK|INDIANA UNIVERSITY O'NEILL SCHOOL|POLITICAL SCIENCE, THE MAXWELL SCHOOL OF CITIZENSHIP AND PUBLIC AFFAIRS, SYRACUSE UNIVERSITY|SYRACUSE UNIVERSITY
ROGER  PARKS|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
ROGER MORRIS|INDIANA UNIVERSITY O'NEILL SCHOOL|2003M.S|INDIANA UNIVERSITY
RONALD HITES|INDIANA UNIVERSITY O'NEILL SCHOOL|1964COMPUTING FOR ENVIRONMENTAL SCIENTISTENVIRONMENT AND PEOPLE|MASSACHUSETTS INSTITUTE OF TECHNOLOGY
ROY W. SHIN|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF MINNESOTA|UNIVERSITY OF MINNESOTA
RYAN MUSHINSKI|INDIANA UNIVERSITY O'NEILL SCHOOL|2017B.S.|TEXAS A&M UNIVERSITY
SABA DEVDARIANI|HARRIS SCHOOL OF PUBLIC POLICY|HIS RESEARCH INTERESTS|TBILISI STATE
SABRINA DIRK|HARRIS SCHOOL OF PUBLIC POLICY|2019|THROUGH EDUCATION POLICY
SADIA SINDHU|HARRIS SCHOOL OF PUBLIC POLICY|NORTHWESTERN UNIVERSITY|NORTHWESTERN UNIVERSITY
SAMANTHA GEHM|HARRIS SCHOOL OF PUBLIC POLICY|OTHER ACADEMIC PROCESSES|2019
SAMANTHA JOHNSON|HARRIS SCHOOL OF PUBLIC POLICY|SHE EARNED HER BACHELOR'S|SHE EARNED HER BACHELOR'S
SAMMI WILLIAMS|HARRIS SCHOOL OF PUBLIC POLICY|SHE LED THE CREATION OF EMPLOYER|JAMES MADISON COLLEGE
SANAM KAZI|HARRIS SCHOOL OF PUBLIC POLICY|ALUMNI RELATIONS AND DEVELOPMENT|CHICAGO LAW SCHOOL
SARAH JANE CHRYSLER|HARRIS SCHOOL OF PUBLIC POLICY|ADDITIONALLY|CHICAGO
SCOTT ASHWORTH|HARRIS SCHOOL OF PUBLIC POLICY|BEFORE JOINING HARRIS|PENNSYLVANIA
SCOTT GEHLBACH|HARRIS SCHOOL OF PUBLIC POLICY|PRIOR TO COMING TO CHICAGO|UNIVERSITY OF CHICAGO
SEAN DURKIN|HARRIS SCHOOL OF PUBLIC POLICY|DR. DURKIN|US
SEIYA KAWASHIMA|HARRIS SCHOOL OF PUBLIC POLICY|OPENBSD PROJECTS|IN KYOTO
SETH RACHLIN|HARRIS SCHOOL OF PUBLIC POLICY|PUBLICLY TRADED ENTITIES|COLUMBIA
SHAMUS REGAN|HARRIS SCHOOL OF PUBLIC POLICY|SHAMUS SPENT A NUMBER OF YEARS|ILLINOIS AT CHICAGO
SHAODA WANG|HARRIS SCHOOL OF PUBLIC POLICY|HE IS AN APPLIED ECONOMIST|BERKELEY
SHEILA KOHANTEB|HARRIS SCHOOL OF PUBLIC POLICY|SHEILA KOHANTEB|UCLA
SHELLEY DAVIS|HARRIS SCHOOL OF PUBLIC POLICY|WHICH RECOGNIZES|BACHELOR DEGREE IN PSYCHOLOGY
SHENG-HAO LO|HARRIS SCHOOL OF PUBLIC POLICY|SHENG-HAO|CHICAGO
SHILIN LIU|HARRIS SCHOOL OF PUBLIC POLICY|HARRIS STUDENT ORGANIZATIONS|DC
SIBYL DAY|HARRIS SCHOOL OF PUBLIC POLICY|YALE UNIVERSITY|SCHOOL OF PUBLIC HEALTH
STELLA MOY|HARRIS SCHOOL OF PUBLIC POLICY|SHE EARNED HER BACHELOR OF ARTS|CHICAGO
STEVEN DURLAUF|HARRIS SCHOOL OF PUBLIC POLICY|1986|DURLAUF IS ALSO KNOWN
STEVEN STRONGIN|HARRIS SCHOOL OF PUBLIC POLICY|STEVE EARNED UNDERGRADUATE|CHICAGO
SUE BURKE|HARRIS SCHOOL OF PUBLIC POLICY|SHE|OHIO
SUSAN MAYER|HARRIS SCHOOL OF PUBLIC POLICY|YOUTH AND FAMILIES|2009
SWAPNA PISIPATI|HARRIS SCHOOL OF PUBLIC POLICY|ON THIS PATH|SAN FRANCISCO
SAMEEKSHA DESAI|INDIANA UNIVERSITY O'NEILL SCHOOL|GEORGE MASON UNIVERSITY|GEORGE MASON UNIVERSITY
SAMUEL BAGENSTOS|FORD SCHOOL OF PUBLIC POLICY|WASHINGTON UNIVERSITY SCHOOL OF LAW, AND FROM 2007 TO 2008|WASHINGTON UNIVERSITY SCHOOL OF LAW
SANDY  CLARK-KOLAKS|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
SARAH COHODES|FORD SCHOOL OF PUBLIC POLICY|EVIDENCE FROM BOSTON’S CHARTER SCHOOLS|MINNEAPOLIS
SARAH MINCEY|INDIANA UNIVERSITY O'NEILL SCHOOL|M.S.E.S.|O'NEILL SCHOOL OF PUBLIC AND ENVIRONMENTAL AFFAIRS, INDIANA UNIVERSITY
SARAH POWERS|INDIANA UNIVERSITY O'NEILL SCHOOL|2011B.S., ENVIRONMENTAL MANAGEMENT, INDIANA UNIVERSITY 2008|INDIANA UNIVERSITY
SCOTT BURGINS|INDIANA UNIVERSITY O'NEILL SCHOOL|1982MANAGING|INDIANA UNIVERSITY
SEAN  LONG|INDIANA UNIVERSITY O'NEILL SCHOOL|2004B|INDIANA UNIVERSITY BLOOMINGTON
SEAN  NICHOLSON-CROTTY|INDIANA UNIVERSITY O'NEILL SCHOOL|2003M.A|TEXAS A&M UNIVERSITY
SERGIO FERNANDEZ|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF GEORGIA, 2004M.P.A|UNIVERSITY OF GEORGIA
SETH FREEDMAN|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF MARYLAND|UNIVERSITY OF MARYLAND
SHAHZEEN  ATTARI|INDIANA UNIVERSITY O'NEILL SCHOOL|CARNEGIE MELLON UNIVERSITY|CARNEGIE MELLON UNIVERSITY
SHAWNA GIRGIS|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
SHELLYE SUTTLES|INDIANA UNIVERSITY O'NEILL SCHOOL|PURDUE UNIVERSITY|PURDUE UNIVERSITY
SIÂN MOONEY|INDIANA UNIVERSITY O'NEILL SCHOOL|1987|OREGON STATE UNIVERSITY
STACI  CAPOZZI|INDIANA UNIVERSITY O'NEILL SCHOOL|ENVIRONMENTAL SCIENCE|RUTGERS
STEPHANIE LEISER|FORD SCHOOL OF PUBLIC POLICY|2014|UNIVERSITY OF WASHINGTON
STEPHEN GLAHOLT|INDIANA UNIVERSITY O'NEILL SCHOOL|MIAMI UNIVERSITY|MIAMI UNIVERSITY
STEVE ELLER|INDIANA UNIVERSITY O'NEILL SCHOOL|1987BS IN ADMINISTRATION, INDIANA UNIVERSITY, 1984|INDIANA WESLEYAN
STEVE LUCAS|INDIANA UNIVERSITY O'NEILL SCHOOL|NORTHCENTRAL UNIVERSITYMS|NORTHCENTRAL UNIVERSITYMS
SUSAN M. COLLINS|FORD SCHOOL OF PUBLIC POLICY|MICHIGAN|MASSACHUSETTS INSTITUTE OF TECHNOLOGY
SUSAN SIENA|INDIANA UNIVERSITY O'NEILL SCHOOL|1997M|UNIVERSITY OF CALIFORNIA, BERKELEY
TABITHA CLARK|HARRIS SCHOOL OF PUBLIC POLICY|TABITHA|UNIVERSITY
TALEIA BECTON- HILL|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY GLOBAL|UNIVERSITY GLOBAL
TANYA HINES|HARRIS SCHOOL OF PUBLIC POLICY|TANYA|NEW JERSEY
TARESHA COX|HARRIS SCHOOL OF PUBLIC POLICY|ALMOST 9 YEARS|ALMOST 9 YEARS
TERENCE CHAU|HARRIS SCHOOL OF PUBLIC POLICY|HI THERE|PUBLIC POLICY
TERESA DAVIS|HARRIS SCHOOL OF PUBLIC POLICY|NONPROFIT PROJECT MANAGER|ORGANIZATIONS
TERRI BRADY|HARRIS SCHOOL OF PUBLIC POLICY|CERTIFIED MEDIATOR|NORTHWESTERN UNIVERSITY
THEASTER GATES|HARRIS SCHOOL OF PUBLIC POLICY|AMERICAN COMMUNITIES|AMERICAN COMMUNITIES
THOMAS COLEMAN|HARRIS SCHOOL OF PUBLIC POLICY|UNDERGRADUATE ECONOMICS|LLC
THOMAS HAZINSKI|HARRIS SCHOOL OF PUBLIC POLICY|HE NOW SERVES AS A LECTURER|HE NOW SERVES AS A LECTURER
TIMOTHY KNOWLES|HARRIS SCHOOL OF PUBLIC POLICY|HE|DEGREE FROM OBERLIN COLLEGE
TOM DAY|HARRIS SCHOOL OF PUBLIC POLICY|HE HAS AUTHORED OPINIONS|2010
TOMAS PHILIPSON|HARRIS SCHOOL OF PUBLIC POLICY|NEW YORK TIMES|CNN
TRAVIS KAVULLA|HARRIS SCHOOL OF PUBLIC POLICY|TRAVIS|CAMBRIDGE
TRICIA MCCANN|HARRIS SCHOOL OF PUBLIC POLICY|EQUITABLE AND SAFE FOR ALL|TRICIA ATTENDED THE INDIANA
TARA  ALI|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
TEMIRLAN T.  MOLDOGAZIEV |INDIANA UNIVERSITY O'NEILL SCHOOL|PUBLIC FINANCE, PUBLIC MANAGEMENT, INDIANA UNIVERSITY|INDIANA UNIVERSITY
TERRI L. RENNER|INDIANA UNIVERSITY O'NEILL SCHOOL|1983HEALTH FINANCE AND BUDGETINGPERSONAL FINANCE IS PUBLIC FINANCE|INDIANA UNIVERSITY
TERRY AMSLER|INDIANA UNIVERSITY O'NEILL SCHOOL|NONPROFIT ORGANIZATION MANAGEMENT, UNIVERSITY OF SAN FRANCISCO, 1987|UNIVERSITY OF SAN FRANCISCO, 1987
THEODORE  MILLER|INDIANA UNIVERSITY O'NEILL SCHOOL|WITH HONORS|UNIVERSITY OF IOWA
THOMAS M. RABOVSKY|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF OKLAHOMA|UNIVERSITY OF OKLAHOMA
TIM  WATERS|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
TIM BERRY|INDIANA UNIVERSITY O'NEILL SCHOOL|BOWLING GREEN STATE UNIVERSITY|BOWLING GREEN STATE UNIVERSITY
TODD V. ROYER|INDIANA UNIVERSITY O'NEILL SCHOOL|BIOLOGY|IDAHO STATE UNIVERSITY
TRENT  ENGBERS|INDIANA UNIVERSITY O'NEILL SCHOOL|PARKB.S., XAVIER UNIVERSITY, CINCINNATI|UNIVERSITY OF MARYLAND, COLLEGE PARKB.S., XAVIER UNIVERSITY, CINCINNATI
TRENT MOORE|INDIANA UNIVERSITY O'NEILL SCHOOL|2012|2023M. ED., COLLEGE PERSONNEL, OHIO UNIVERSITY
TRIBBLE BRADLEY|INDIANA UNIVERSITY O'NEILL SCHOOL|1986|STATE UNIVERSITY
TRISHA BUSHEY|INDIANA UNIVERSITY O'NEILL SCHOOL|JD/MSW, WASHINGTON UNIVERSITY IN ST. LOUIS, 2004B|WASHINGTON UNIVERSITY IN ST. LOUIS
URSULA M.  KUHAR|INDIANA UNIVERSITY O'NEILL SCHOOL|2005ARTS|INDIANA UNIVERSITY
VALENTA KABO|FORD SCHOOL OF PUBLIC POLICY|VALENTA KABO|UNIVERSITY OF MICHIGAN
VICKY MERETSKY|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF ARIZONA|UNIVERSITY OF ARIZONA
VICTOR  KELSON|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
W. GYUDE MOORE|HARRIS SCHOOL OF PUBLIC POLICY|2018|2018
WHIT AYRES|HARRIS SCHOOL OF PUBLIC POLICY|20 YEARS|JIM INHOFE
WIL BURNS|HARRIS SCHOOL OF PUBLIC POLICY|HE|DC
WILLIAM HOWELL|HARRIS SCHOOL OF PUBLIC POLICY|AMERICAN POLITICS|STANFORD
WILLIAM TOWNS|HARRIS SCHOOL OF PUBLIC POLICY|MENDOZA SCHOOL OF BUSINESS|HIS GOAL
WIOLETTA DZIUDA|HARRIS SCHOOL OF PUBLIC POLICY|DZIUDA|PUBLIC POLICY
WESLEY  ERWIN|INDIANA UNIVERSITY O'NEILL SCHOOL|2006BACHELOR|2006BACHELOR
WOOSERK PARK|INDIANA UNIVERSITY O'NEILL SCHOOL|2019BBA, CITY UNIVERSITY OF NEW YORK, BARUCH COLLEGE, 2017|INDIANA UNIVERSITY
YALUN SU|HARRIS SCHOOL OF PUBLIC POLICY|YASHNA NANDAN|UC BERKELEY
YANA GALLEN|HARRIS SCHOOL OF PUBLIC POLICY|YANA GALLEN|LOOKING AT INDIRECT
YUKIKO ASAI|HARRIS SCHOOL OF PUBLIC POLICY|JUNIOR RESEARCHER|WASEDA UNIVERSITY
YAZIER HENRY|FORD SCHOOL OF PUBLIC POLICY|OFFICIAL APOLOGIES|FORD SCHOOL
YOUSIF HASSAN|FORD SCHOOL OF PUBLIC POLICY|HASSAN|HARVARD UNIVERSITY.
ZAREK BROT-GOLDBERG |HARRIS SCHOOL OF PUBLIC POLICY|2018|UNIVERSITY OF CHICAGO
ZHAOSONG RUAN|HARRIS SCHOOL OF PUBLIC POLICY|POLITICAL ECONOMY I AND II|HONG KONG
ZOE (ZHONGYU) WU|HARRIS SCHOOL OF PUBLIC POLICY|BRINGS ME GREAT JOY|UNIVERSITY OF CHICAGO
ZHIYING LI|INDIANA UNIVERSITY O'NEILL SCHOOL|2021M.S|THE OHIO STATE UNIVERSITY
