name|faculty_of|has_phd_info|phd_where
MIGUEL SANTOS|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSIDAD DE BARCELONA|UNIVERSIDAD DE BARCELONA
MILVIA RODRIGUEZ|HARRIS SCHOOL OF PUBLIC POLICY|COLLEGE OF THE UNIVERSITY OF CHICAGO|COLLEGE OF THE UNIVERSITY OF CHICAGO
MIRELA MUNTEANU|HARRIS SCHOOL OF PUBLIC POLICY|NORTHEASTERN ILLINOIS UNIVERSITY|NORTHEASTERN ILLINOIS UNIVERSITY
MISHO CEKO|HARRIS SCHOOL OF PUBLIC POLICY|NATIONAL INSTITUTES OF HEALTH|UNIVERSITY OF ILLINOIS AT CHICAGO
MOLLY O'DONNELL|HARRIS SCHOOL OF PUBLIC POLICY|DEPAUL UNIVERSITY|NORTH AMERICAN ARCHAEOLOGY
MALLORY BARNES|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF ARIZONA|UNIVERSITY OF ARIZONA
MARC LAME|INDIANA UNIVERSITY O'NEILL SCHOOL|ARIZONA STATE UNIVERSITY|ARIZONA STATE UNIVERSITY
MARCELLA ALSAN|HARVARD KENNEDY SCHOOL|HARVARD UNIVERSITY|HARVARD UNIVERSITY
MARK  KRUZAN|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY-BLOOMINGTON|INDIANA UNIVERSITY-BLOOMINGTON
MARK  UEBEL|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
MARK LEVIN|INDIANA UNIVERSITY O'NEILL SCHOOL|KENT STATE UNIVERSITY|KENT STATE UNIVERSITY
MARK NISWANDER|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF NORTH TEXAS|UNIVERSITY OF NORTH TEXAS
MARK SHEEHAN|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
MARTA VENIER|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF TRIESTE, ITALY|INDIANA UNIVERSITY
MARTHA FARELLA|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF ARIZONA|UNIVERSITY OF ARIZONA
MARY  WILLETT|INDIANA UNIVERSITY O'NEILL SCHOOL|PURDUE UNIVERSITY|INDIANA UNIVERSITY
MARY JO BANE|HARVARD KENNEDY SCHOOL|HARVARD KENNEDY SCHOOL|HARVARD KENNEDY SCHOOL
MARYLIS FANTONI|INDIANA UNIVERSITY O'NEILL SCHOOL|FEDERAL UNIVERSITY OF RIO DE JANEIRO|FEDERAL UNIVERSITY OF RIO DE JANEIRO
MATTHEW ANDREWS|HARVARD KENNEDY SCHOOL|MAXWELL SCHOOL, SYRACUSE UNIVERSITY|MAXWELL SCHOOL, SYRACUSE UNIVERSITY
MATTHEW BAGGETTA|INDIANA UNIVERSITY O'NEILL SCHOOL|HARVARD UNIVERSITY|HARVARD UNIVERSITY
MATTHEW BAUM|HARVARD KENNEDY SCHOOL|UC SAN DIEGO|UC SAN DIEGO
MAUREEN A. PIROG|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF PENNSYLVANIA|UNIVERSITY OF PENNSYLVANIA
MAX BAZERMAN|HARVARD KENNEDY SCHOOL|HARVARD BUSINESS SCHOOL|UNIVERSITY OF LONDON
MEGAN  STARNES|INDIANA UNIVERSITY O'NEILL SCHOOL|2012PRACTICUM IN ARTS ADMINISTRATION|IU
MELISSA LANEY|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
MICHAEL RUSHTON|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF BRITISH COLUMBIA|UNIVERSITY OF BRITISH COLUMBIA
MICHAEL S. BARR|FORD SCHOOL OF PUBLIC POLICY|MAGDALEN COLLEGE, OXFORD UNIVERSITY|MAGDALEN COLLEGE, OXFORD UNIVERSITY
MINDY KING|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF CALIFORNIA, IRVINE|UNIVERSITY OF CALIFORNIA, IRVINE
MIRANDA REDMAN|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
MITCHELL R. BERG|INDIANA UNIVERSITY O'NEILL SCHOOL|HAMLINE UNIVERSITY|HAMLINE UNIVERSITY
MOLLY  STEWART|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF WISCONSIN-MADISON|UNIVERSITY OF WISCONSIN-MADISON
MORELA HERNANDEZ|FORD SCHOOL OF PUBLIC POLICY|FUQUA SCHOOL OF BUSINESS AT DUKE UNIVERSITY|FUQUA SCHOOL OF BUSINESS
NATHAN BARKER|HARRIS SCHOOL OF PUBLIC POLICY|YALE UNIVERSITY|YALE UNIVERSITY
NAVIN KUMAR|HARRIS SCHOOL OF PUBLIC POLICY|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO
NED ENGLISH|HARRIS SCHOOL OF PUBLIC POLICY|PRIOR TO NORC ENGLISH|NORC AT THE UNIVERSITY OF CHICAGO
NEHA MEHRA|HARRIS SCHOOL OF PUBLIC POLICY|SOUTH ASIA AND THE UNITED STATES|HARRIS PUBLIC POLICY
NICHOLAS MOORE|HARRIS SCHOOL OF PUBLIC POLICY|VANDERBILT UNIVERSITY|UNIVERSITY OF MIAMI
NICHOLE HORN|HARRIS SCHOOL OF PUBLIC POLICY|2020|UNIVERSITY OF TEXAS AT ARLINGTON
NICK FAHNDERS|HARRIS SCHOOL OF PUBLIC POLICY|COLORADO STATE UNIVERSITY|COLORADO STATE UNIVERSITY
NORMAN BRADBURN|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
NOUR ABDUL-RAZZAK|HARRIS SCHOOL OF PUBLIC POLICY|MIT|MIT
NANCY GUYOTT|INDIANA UNIVERSITY O'NEILL SCHOOL|HARVARD COLLEGE|HARVARD COLLEGE
NATALIA RAYZOR|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
NIKOLAOS ZIROGIANNIS|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF MASSACHUSETTS-AMHERST|UNIVERSITY OF MASSACHUSETTS-AMHERST
OEINDRILA DUBE|HARRIS SCHOOL OF PUBLIC POLICY|HARVARD UNIVERSITY|HARVARD UNIVERSITY
OLIVER  NELSON JR. |INDIANA UNIVERSITY O'NEILL SCHOOL|BUTLER UNIVERSITY|BUTLER UNIVERSITY
ORVILLE POWELL|INDIANA UNIVERSITY O'NEILL SCHOOL|PENNSYLVANIA STATE UNIVERSITY|PENNSYLVANIA STATE UNIVERSITY
OSITA  AFOAKU|INDIANA UNIVERSITY O'NEILL SCHOOL|WASHINGTON STATE UNIVERSITY|WASHINGTON STATE UNIVERSITY
OWEN  WITESMAN|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
PAIGE AZUMA|HARRIS SCHOOL OF PUBLIC POLICY|CHICAGO|UNIVERSITY OF CHICAGO
PAULA WORTHINGTON|HARRIS SCHOOL OF PUBLIC POLICY|NORTHWESTERN UNIVERSITY|NORTHWESTERN UNIVERSITY
PETER GANONG|HARRIS SCHOOL OF PUBLIC POLICY|NATIONAL BUREAU OF ECONOMIC RESEARCH|HARVARD
PAOLO BELARDINELLI|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF BOLOGNA|UNIVERSITY OF BOLOGNA
PAUL FOGLEMAN|INDIANA UNIVERSITY O'NEILL SCHOOL|MISSOURI UNIVERSITY|MISSOURI UNIVERSITY
PAUL HELMKE|INDIANA UNIVERSITY O'NEILL SCHOOL|YALE UNIVERSITY|YALE UNIVERSITY
PAULA LANTZ|FORD SCHOOL OF PUBLIC POLICY|UNIVERSITY OF WISCONSIN|UNIVERSITY OF WISCONSIN
PERRY MAULL|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITYB|INDIANA UNIVERSITYB
PHIL LEHMKUHLER|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|UNIVERSITY OF LOUISVILLEBA, INDIANA UNIVERSITY
PHILIP S. STEVENS|INDIANA UNIVERSITY O'NEILL SCHOOL|OBERLIN COLLEGE, OHIO|HARVARD UNIVERSITY
PHOEBE  WAKHUNGU|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
QUINN RALLINS|HARRIS SCHOOL OF PUBLIC POLICY|NORTHEASTERN UNIVERSITY|GREATER CHICAGO
R.J. WOODRING|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY BLOOMINGTONM|INDIANA UNIVERSITY BLOOMINGTONM
RAAJ SAH|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF PENNSYLVANIA|UNIVERSITY OF PENNSYLVANIA
RAHMATULLAH HAMRAZ|HARRIS SCHOOL OF PUBLIC POLICY|PANJAB UNIVERSITY IN INDIA|PANJAB UNIVERSITY IN INDIA
RANJAN DANIELS|HARRIS SCHOOL OF PUBLIC POLICY|RANJAN DANIELS|EMORY UNIVERSITY
RAUL SANCHEZ DE LA SIERRA|HARRIS SCHOOL OF PUBLIC POLICY|DEMOCRATIC REPUBLIC OF THE CONGO|UNIVERSITY OF CHICAGO
REBECCA HOU|HARRIS SCHOOL OF PUBLIC POLICY|CHICAGO HARRIS|BENEDICTINE UNIVERSITY
REBECCA WOLFE|HARRIS SCHOOL OF PUBLIC POLICY|HARVARD UNIVERSITY|HARVARD UNIVERSITY
RENA DASCAL|HARRIS SCHOOL OF PUBLIC POLICY|RENA DASCAL|YESHIVA UNIVERSITY
RENAE FENTRESS|HARRIS SCHOOL OF PUBLIC POLICY|MOODY BIBLE INSTITUTE|FIELD OF COMMUNICATIONS CONSULTING
RENE BAUTISTA|HARRIS SCHOOL OF PUBLIC POLICY|NORC-UNIVERSITY OF CHICAGO|NORC-UNIVERSITY OF CHICAGO
RICHARD DELEWSKY|HARRIS SCHOOL OF PUBLIC POLICY|FLORIDA INTERNATIONAL UNIVERSITY|FLORIDA INTERNATIONAL UNIVERSITY
ROBERT GOERGE|HARRIS SCHOOL OF PUBLIC POLICY|CHICAGO HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO
ROBERT KAESTNER|HARRIS SCHOOL OF PUBLIC POLICY|THE CITY UNIVERSITY OF NEW YORK|CITY UNIVERSITY OF NEW YORK
ROBERT OWENS|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
ROBERT ROSNER|HARRIS SCHOOL OF PUBLIC POLICY|HARVARD UNIVERSITY|HARVARD UNIVERSITY
ROBERT T. MICHAEL|HARRIS SCHOOL OF PUBLIC POLICY|CHICAGO HARRIS SCHOOL OF PUBLIC POLICY|CHICAGO HARRIS SCHOOL OF PUBLIC POLICY
ROGER MYERSON|HARRIS SCHOOL OF PUBLIC POLICY|HARVARD UNIVERSITY|HARVARD UNIVERSITY
RONALD GIBBS|HARRIS SCHOOL OF PUBLIC POLICY|CHICAGO HARRIS SCHOOL OF PUBLIC POLICY|HARVARD UNIVERSITY
RONI RAULWING|HARRIS SCHOOL OF PUBLIC POLICY| BUSINESS|CHICAGO
RUOQI HUANG|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
RYAN KELLOGG|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CALIFORNIA, BERKELEY|UNIVERSITY OF CALIFORNIA, BERKELEY
RACHEL CASH|INDIANA UNIVERSITY O'NEILL SCHOOL|WILLIAM JEWELL COLLEGE|WILLIAM JEWELL COLLEGE
RAFAEL REUVENY|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
REBECCA WARREN|INDIANA UNIVERSITY O'NEILL SCHOOL|MICHIGAN STATE UNIVERSITY|MICHIGAN STATE UNIVERSITY
RHONDA BAIRD|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
RICHARD HANSEN|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
RICHARD L. HALL|FORD SCHOOL OF PUBLIC POLICY|UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL|UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL
ROBERT BEHN|HARVARD KENNEDY SCHOOL|HARVARD|HARVARD
ROBERT C. HAMPSHIRE|FORD SCHOOL OF PUBLIC POLICY|PRINCETON UNIVERSITY|PRINCETON UNIVERSITY
ROBERT HANSEN|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
ROBERT S. KRAVCHUK|INDIANA UNIVERSITY O'NEILL SCHOOL|THE MAXWELL SCHOOL OF CITIZENSHIP AND PUBLIC AFFAIRS, SYRACUSE UNIVERSITY|THE MAXWELL SCHOOL OF CITIZENSHIP AND PUBLIC AFFAIRS, SYRACUSE UNIVERSITY
ROGER  PARKS|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
ROGER MORRIS|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
RONALD HITES|INDIANA UNIVERSITY O'NEILL SCHOOL|OAKLAND UNIVERSITY|MASSACHUSETTS INSTITUTE OF TECHNOLOGY
ROY W. SHIN|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF MINNESOTA|UNIVERSITY OF MINNESOTA
RYAN MUSHINSKI|INDIANA UNIVERSITY O'NEILL SCHOOL|TEXAS A&M UNIVERSITY|TEXAS A&M UNIVERSITY
SABA DEVDARIANI|HARRIS SCHOOL OF PUBLIC POLICY|CALIFORNIA INSTITUTE OF TECHNOLOGY|CALIFORNIA INSTITUTE OF TECHNOLOGY
SABRINA DIRK|HARRIS SCHOOL OF PUBLIC POLICY|CLASSROOM|PURDUE UNIVERSITY
SADIA SINDHU|HARRIS SCHOOL OF PUBLIC POLICY|NORTHWESTERN UNIVERSITY|NORTHWESTERN UNIVERSITY
SAMANTHA GEHM|HARRIS SCHOOL OF PUBLIC POLICY|MSU|MICHIGAN STATE UNIVERSITY
SAMANTHA JOHNSON|HARRIS SCHOOL OF PUBLIC POLICY|HARRIS|HARRIS
SAMMI WILLIAMS|HARRIS SCHOOL OF PUBLIC POLICY|ST. LOUIS|THE CENTER FOR EFFECTIVE GOVERNMENT
SANAM KAZI|HARRIS SCHOOL OF PUBLIC POLICY|HARRIS|HARRIS
SARAH JANE CHRYSLER|HARRIS SCHOOL OF PUBLIC POLICY|FURTHER SOLIDIFIED|LOYOLA UNIVERSITY CHICAGO
SCOTT ASHWORTH|HARRIS SCHOOL OF PUBLIC POLICY|THE MASSACHUSETTS INSTITUTE OF TECHNOLOGY|MASSACHUSETTS INSTITUTE OF TECHNOLOGY
SCOTT GEHLBACH|HARRIS SCHOOL OF PUBLIC POLICY|COLLEGE AT THE UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
SEAN DURKIN|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|WAYNE STATE UNIVERSITY
SEIYA KAWASHIMA|HARRIS SCHOOL OF PUBLIC POLICY|SEIYA|RADIOLOGY DEPARTMENT AT THE UNIVERSITY OF CHICAGO
SETH RACHLIN|HARRIS SCHOOL OF PUBLIC POLICY|COLUMBIA UNIVERSITY|COLUMBIA UNIVERSITY
SHAMUS REGAN|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
SHAODA WANG|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CALIFORNIA, BERKELEY|UNIVERSITY OF CALIFORNIA, BERKELEY
SHEILA KOHANTEB|HARRIS SCHOOL OF PUBLIC POLICY|NORTHEASTERN UNIVERSITY|NORTHEASTERN UNIVERSITY
SHELLEY DAVIS|HARRIS SCHOOL OF PUBLIC POLICY|HARRIS SCHOOL OF PUBLIC POLICY|LAWRENCE UNIVERSITY
SHENG-HAO LO|HARRIS SCHOOL OF PUBLIC POLICY|THE UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
SHILIN LIU|HARRIS SCHOOL OF PUBLIC POLICY|DEFINITELY SKYDIVING|HARRIS SCHOOL OF PUBLIC POLICY
SIBYL DAY|HARRIS SCHOOL OF PUBLIC POLICY|SIBYL|YALE UNIVERSITY’S SCHOOL OF PUBLIC HEALTH
STELLA MOY|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|UNIVERSITY OF ILLINOIS AT CHICAGO
STEVEN DURLAUF|HARRIS SCHOOL OF PUBLIC POLICY|YALE|YALE
STEVEN STRONGIN|HARRIS SCHOOL OF PUBLIC POLICY|PUBLIC POLICY|GOLDMAN SACHS
SUE BURKE|HARRIS SCHOOL OF PUBLIC POLICY|MIAMI UNIVERSITY IN OXFORD, OHIO|MIAMI UNIVERSITY
SUSAN MAYER|HARRIS SCHOOL OF PUBLIC POLICY|LAKE FOREST COLLEGE|LAKE FOREST COLLEGE
SWAPNA PISIPATI|HARRIS SCHOOL OF PUBLIC POLICY|SHE HAS NOT ALWAYS BEEN ON THIS PATH|HARRIS SCHOOL OF PUBLIC POLICY
SAMEEKSHA DESAI|INDIANA UNIVERSITY O'NEILL SCHOOL|GEORGE MASON UNIVERSITY|GEORGE MASON UNIVERSITY
SAMUEL BAGENSTOS|FORD SCHOOL OF PUBLIC POLICY|DELAWARE AND GEORGIA|ANN ARBOR HOUSING COMMISSION
SANDY  CLARK-KOLAKS|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
SARAH COHODES|FORD SCHOOL OF PUBLIC POLICY|HARVARD UNIVERSITY|HARVARD UNIVERSITY
SARAH MINCEY|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
SARAH POWERS|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
SCOTT BURGINS|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY, 1995B.A., UNIVERSITY OF FLORIDA
SEAN  LONG|INDIANA UNIVERSITY O'NEILL SCHOOL|GONZAGA UNIVERSITY|GONZAGA UNIVERSITY
SEAN  NICHOLSON-CROTTY|INDIANA UNIVERSITY O'NEILL SCHOOL|TEXAS A&M UNIVERSITY|TEXAS A&M UNIVERSITY
SERGIO FERNANDEZ|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF GEORGIA|UNIVERSITY OF GEORGIA
SETH FREEDMAN|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF MARYLAND|UNIVERSITY OF MARYLAND
SHAHZEEN  ATTARI|INDIANA UNIVERSITY O'NEILL SCHOOL|CARNEGIE MELLON UNIVERSITY|CARNEGIE MELLON UNIVERSITY
SHAWNA GIRGIS|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
SHELLYE SUTTLES|INDIANA UNIVERSITY O'NEILL SCHOOL|PURDUE UNIVERSITY|PURDUE UNIVERSITY
SIÂN MOONEY|INDIANA UNIVERSITY O'NEILL SCHOOL|OREGON STATE UNIVERSITY|OREGON STATE UNIVERSITY
STACI  CAPOZZI|INDIANA UNIVERSITY O'NEILL SCHOOL|RAMAPO COLLEGE OF NEW JERSEY|RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY
STEPHANIE LEISER|FORD SCHOOL OF PUBLIC POLICY|UNIVERSITY OF WASHINGTON|UNIVERSITY OF WASHINGTON
STEPHEN GLAHOLT|INDIANA UNIVERSITY O'NEILL SCHOOL|MIAMI UNIVERSITY|MIAMI UNIVERSITY
STEVE ELLER|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
STEVE LUCAS|INDIANA UNIVERSITY O'NEILL SCHOOL|NORTHCENTRAL UNIVERSITYMS|NORTHCENTRAL UNIVERSITYMS
SUSAN M. COLLINS|FORD SCHOOL OF PUBLIC POLICY|MASSACHUSETTS INSTITUTE OF TECHNOLOGY|MASSACHUSETTS INSTITUTE OF TECHNOLOGY
SUSAN SIENA|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF CALIFORNIA, BERKELEY|UNIVERSITY OF CALIFORNIA, BERKELEY
TABITHA CLARK|HARRIS SCHOOL OF PUBLIC POLICY|ABSORBED BY THE OFFICE OF THE BURSAR|HARRIS SCHOOL OF PUBLIC POLICY
TALEIA BECTON- HILL|HARRIS SCHOOL OF PUBLIC POLICY|KAPLAN UNIVERSITY|KAPLAN UNIVERSITY
TANYA HINES|HARRIS SCHOOL OF PUBLIC POLICY|DOUGLASS COLLEGE, RUTGERS UNIVERSITY|RUTGERS UNIVERSITY, NEW JERSEY
TARESHA COX|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
TERENCE CHAU|HARRIS SCHOOL OF PUBLIC POLICY|HARRIS SCHOOL OF PUBLIC POLICY|HARRIS SCHOOL OF PUBLIC POLICY
TERESA DAVIS|HARRIS SCHOOL OF PUBLIC POLICY|COMPUTATIONAL ANALYSIS AND PUBLIC POLICY|TERESA DAVIS
TERRI BRADY|HARRIS SCHOOL OF PUBLIC POLICY|HARRIS SCHOOL|COLUMBIA UNIVERSITY LAW SCHOOL
THEASTER GATES|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
THOMAS COLEMAN|HARRIS SCHOOL OF PUBLIC POLICY|THE UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
THOMAS HAZINSKI|HARRIS SCHOOL OF PUBLIC POLICY|HARRIS SCHOOL OF PUBLIC POLICY|HARRIS SCHOOL OF PUBLIC
TIMOTHY KNOWLES|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|HARVARD GRADUATE SCHOOL OF EDUCATION
TOM DAY|HARRIS SCHOOL OF PUBLIC POLICY|CHICAGO|PENN STATE UNIVERSITY
TOMAS PHILIPSON|HARRIS SCHOOL OF PUBLIC POLICY|WHARTON SCHOOL|UNIVERSITY OF PENNSYLVANIA
TRAVIS KAVULLA|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CAMBRIDGE|HARVARD UNIVERSITY
TRICIA MCCANN|HARRIS SCHOOL OF PUBLIC POLICY|INDIANA UNIVERSITY OF SOUTH BEND|INDIANA UNIVERSITY OF SOUTH BEND
TARA  ALI|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
TEMIRLAN T.  MOLDOGAZIEV |INDIANA UNIVERSITY O'NEILL SCHOOL|AMERICAN UNIVERSITY OF CENTRAL ASIA|AMERICAN UNIVERSITY OF CENTRAL ASIA
TERRI L. RENNER|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
TERRY AMSLER|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF SAN FRANCISCO|UNIVERSITY OF SAN FRANCISCO
THEODORE  MILLER|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF IOWA|UNIVERSITY OF IOWA
THOMAS M. RABOVSKY|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF OKLAHOMA|UNIVERSITY OF OKLAHOMA
TIM  WATERS|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
TIM BERRY|INDIANA UNIVERSITY O'NEILL SCHOOL|BOWLING GREEN STATE UNIVERSITY|BOWLING GREEN STATE UNIVERSITY
TODD V. ROYER|INDIANA UNIVERSITY O'NEILL SCHOOL|IDAHO STATE UNIVERSITY|IDAHO STATE UNIVERSITY
TRENT  ENGBERS|INDIANA UNIVERSITY O'NEILL SCHOOL|XAVIER UNIVERSITY, CINCINNATI|UNIVERSITY OF MARYLAND, COLLEGE PARKB.S., XAVIER UNIVERSITY, CINCINNATI
TRENT MOORE|INDIANA UNIVERSITY O'NEILL SCHOOL|OHIO UNIVERSITY|OHIO UNIVERSITY
TRIBBLE BRADLEY|INDIANA UNIVERSITY O'NEILL SCHOOL|STATE UNIVERSITY|STATE UNIVERSITY; BLACKSBURG, VIRGINIA
TRISHA BUSHEY|INDIANA UNIVERSITY O'NEILL SCHOOL|FRANKLIN COLLEGE|FRANKLIN COLLEGE
URSULA M.  KUHAR|INDIANA UNIVERSITY O'NEILL SCHOOL|BUTLER UNIVERSITY|INDIANA UNIVERSITY
VALENTA KABO|FORD SCHOOL OF PUBLIC POLICY|UNIVERSITY OF MICHIGAN|UNIVERSITY OF MICHIGAN
VICKY MERETSKY|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF ARIZONA|UNIVERSITY OF ARIZONA
VICTOR  KELSON|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
W. GYUDE MOORE|HARRIS SCHOOL OF PUBLIC POLICY|VISION|THE CENTER FOR GLOBAL DEVELOPMENT
WHIT AYRES|HARRIS SCHOOL OF PUBLIC POLICY|CHAPEL HILL|CHAPEL HILL
WIL BURNS|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF WALES-CARDIFF SCHOOL OF LAW|UNIVERSITY OF WALES-CARDIFF SCHOOL OF LAW
WILLIAM HOWELL|HARRIS SCHOOL OF PUBLIC POLICY|STANFORD UNIVERSITY|STANFORD UNIVERSITY
WILLIAM TOWNS|HARRIS SCHOOL OF PUBLIC POLICY|BENEDICTINE UNIVERSITY|BENEDICTINE UNIVERSITY
WIOLETTA DZIUDA|HARRIS SCHOOL OF PUBLIC POLICY|PRINCETON UNIVERSITY|PRINCETON UNIVERSITY
WESLEY  ERWIN|INDIANA UNIVERSITY O'NEILL SCHOOL|BACHELOR OF GENERAL STUDIES, 2000|BACHELOR OF GENERAL STUDIES, 2000
WOOSERK PARK|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
YALUN SU|HARRIS SCHOOL OF PUBLIC POLICY|HARRIS SCHOOL OF PUBLIC POLICY|HARRIS SCHOOL OF PUBLIC POLICY
YANA GALLEN|HARRIS SCHOOL OF PUBLIC POLICY|NORTHWESTERN UNIVERSITY|NORTHWESTERN UNIVERSITY
YUKIKO ASAI|HARRIS SCHOOL OF PUBLIC POLICY|HARRIS SCHOOL OF PUBLIC POLICY|HARRIS SCHOOL OF PUBLIC POLICY
YAZIER HENRY|FORD SCHOOL OF PUBLIC POLICY|FORD SCHOOL|FORD SCHOOL
YOUSIF HASSAN|FORD SCHOOL OF PUBLIC POLICY|YORK UNIVERSITY, TORONTO|YORK UNIVERSITY, TORONTO
ZAREK BROT-GOLDBERG |HARRIS SCHOOL OF PUBLIC POLICY|UC BERKELEY|UC BERKELEY
ZHAOSONG RUAN|HARRIS SCHOOL OF PUBLIC POLICY|HARRIS SCHOOL OF PUBLIC POLICY|CHICAGO HARRIS SCHOOL OF PUBLIC POLICY
ZOE (ZHONGYU) WU|HARRIS SCHOOL OF PUBLIC POLICY|STUDENT OUTREACH|HARRIS
ZHIYING LI|INDIANA UNIVERSITY O'NEILL SCHOOL|THE OHIO STATE UNIVERSITY|THE OHIO STATE UNIVERSITY
