name|faculty_of|has_phd_info|phd_where
LARISA VLADU|HARRIS SCHOOL OF PUBLIC POLICY| SUMMA CUM LAUDE| DEPAUL UNIVERSITY.
LAURA CARROLL|HARRIS SCHOOL OF PUBLIC POLICY| COMPLETION OF AN INTERNATIONAL BACCALAUREATE CERTIFICATION| DEPAUL UNIVERSITY.
LEAH GJERTSON|HARRIS SCHOOL OF PUBLIC POLICY| EXPERIMENTAL PROGRAM EVALUATION OF CHICAGO-BASED COLLEGE AND CAREER SUCCESS PROGRAM,| DRAKE UNIVERSITY LAW SCHOOL.
LECHAE MOTTLEY|HARRIS SCHOOL OF PUBLIC POLICY| CANDIDATES WITH 4+ YEARS OF WORK EXPERIENCE,| UNIVERSITY OF CHICAGO CROWN FAMILY SCHOOL OF SOCIAL WORK, POLICY, AND PRACTICE.
LEONARD BRASHEAR|HARRIS SCHOOL OF PUBLIC POLICY| MINOR IN MATH.| UNIVERSITY OF KENTUCKY
LESLEY TURNER|HARRIS SCHOOL OF PUBLIC POLICY| JOINT B.A./M.P.P. PROGRAM| COLUMBIA UNIVERSITY.
LESLIE VILLAVERDE|HARRIS SCHOOL OF PUBLIC POLICY| ONBOARDED NEW TEAM MEMBERS| MORRILL ELEMENTARY
LINGYANG ZHANG|HARRIS SCHOOL OF PUBLIC POLICY| CUSTOM PROGRAMS| XIAMEN UNIVERSITY IN CHINA
LUIS MARTINEZ|HARRIS SCHOOL OF PUBLIC POLICY| MANIPULATION OF INFORMATION| UNIVERSITY OF CHICAGO HARRIS SCHOOL OF PUBLIC POLICY.
LYDIA MAKDAH-MUFARREH|HARRIS SCHOOL OF PUBLIC POLICY| A DEGREE IN INTEGRATED MARKETING COMMUNICATIONS| INTEGRATED MARKETING COMMUNICATIONS
LYDIA VELIKO|HARRIS SCHOOL OF PUBLIC POLICY| A BA FROM WELLESLEY COLLEGE AND A MASTER OF DIVINITY FROM YALE UNIVERSITY.| YALE UNIVERSITY.
LANJUN PENG|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
LAURA HELMKE-LONG|INDIANA UNIVERSITY O'NEILL SCHOOL| 1999 SPEA V181| UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL, CHAPEL HILL, NORTH CAROLINA,
LAURA JANE DURFEE|INDIANA UNIVERSITY O'NEILL SCHOOL|JD, INDIANA UNIVERSITY, 2009B.A.,| INDIANA UNIVERSITY, 2009B.A., JOURNALISM, INDIANA UNIVERSITY,
LAURA LITTLEPAGE|INDIANA UNIVERSITY O'NEILL SCHOOL| 1980NONPROFIT MANAGEMENTGRANT WRITINGHOMELESSNESS IN AMERICACAPSTONE| 1980NONPROFIT MANAGEMENTGRANT WRITINGHOMELESSNESS IN AMERICACAPSTONE
LAWRENCE BACOW|HARVARD KENNEDY SCHOOL| SUPPORT OF UNIVERSITY-BASED RESEARCH.| FREEDOM,
LEE H. HAMILTON|INDIANA UNIVERSITY O'NEILL SCHOOL| 1956B.A., DEPAUW UNIVERSITY, 1952| DEPAUW UNIVERSITY,
LEONOR CAMARENA|INDIANA UNIVERSITY O'NEILL SCHOOL|PHD,| ARIZONA STATE UNIVERSITY,
LESLEY SNYDER|INDIANA UNIVERSITY O'NEILL SCHOOL| 2009CERTIFICATE IN BUSINESS,| INDIANA UNIVERSITY, 2013BSHA, INDIANA UNIVERSITY,
LESLIE ABSHIER|INDIANA UNIVERSITY O'NEILL SCHOOL| 2010| INDIANA UNIVERSITY,
LESLIE LENKOWSKY|INDIANA UNIVERSITY O'NEILL SCHOOL| 1982A.B.,| HARVARD UNIVERSITY, 1982A.B., FRANKLIN AND MARSHALL COLLEGE,
LESTER  WADZINSKI|INDIANA UNIVERSITY O'NEILL SCHOOL| 1973| SLIPPERY ROCK UNIVERSITY, 1983B.S., INDIANA UNIVERSITY,
LIENNE  SETHNA|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D CANDIDATE, ENVIRONMENTAL SCIENCE, INDIANA UNIVERSITYB.S.,| OHIO STATE UNIVERSITY,
LINDA BILMES|HARVARD KENNEDY SCHOOL| ACADEMY-AWARD NOMINATED DOCUMENTARY| OXFORD UNIVERSITY.
LISA AMSLER|INDIANA UNIVERSITY O'NEILL SCHOOL| (WITH HIGH HONORS),| UNIVERSITY OF CONNECTICUT SCHOOL OF LAW,
LOIS RECASCINO WISE|INDIANA UNIVERSITY O'NEILL SCHOOL| 1970MANAGING DIVERSITY IN PUBLIC ORGANIZATIONSPROGRAM EVALUATION POLICIES| WILLIAM PATERSON COLLEGE,
LORI GARRAGHTY, CFRE|INDIANA UNIVERSITY O'NEILL SCHOOL|MPA, INDIANA UNIVERSITY, 2008B.A.,| GEORGE MASON UNIVERSITY,
LUIS ARMONA|HARVARD KENNEDY SCHOOL| IN THE PAST, HE HAS WORKED AT CHEGG AND MICROSOFT RESEARCH| STANFORD UNIVERSITY
MADHU CAIN|HARRIS SCHOOL OF PUBLIC POLICY| PROFESSIONAL HR CERTIFICATION FROM NORTHERN ILLINOIS UNIVERSITY AND THE HUMAN RESOURCE MANAGEMENT CERTIFICATE PROGRAM| VILLANOVA UNIVERSITY.
MADISON ZACCARDELLI|HARRIS SCHOOL OF PUBLIC POLICY| AS A PANDEMIC| DEPAUL UNIVERSITY
MAGGIE ELMARAKBY|HARRIS SCHOOL OF PUBLIC POLICY| A BA IN MIDDLE EASTERN STUDIES AND AN ETHICS CERTIFICATE| NORTHWESTERN UNIVERSITY.
MAGGIE SHI|HARRIS SCHOOL OF PUBLIC POLICY| POSTDOCTORAL FELLOW AT THE NATIONAL BUREAU OF ECONOMIC RESEARCH| NATIONAL BUREAU OF ECONOMIC RESEARCH
MALIHA CHISHTI|HARRIS SCHOOL OF PUBLIC POLICY| SHE HOLDS A PHD FROM THE UNIVERSITY OF TORONTO AND COMPLETED A SENIOR RESEARCH FELLOWSHIP| SIGNS: JOURNAL OF WOMEN IN CULTURE AND SOCIETY),
MARC FARINELLA|HARRIS SCHOOL OF PUBLIC POLICY| MASTER'S DEGREE IN PUBLIC POLICY| NORTHWESTERN UNIVERSITY.
MAREIKE SCHOMERUS|HARRIS SCHOOL OF PUBLIC POLICY| EVIDENCE-BASED POLICY AND THE MENTAL MODELS| LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE)
MARIA ANGÉLICA BAUTISTA|HARRIS SCHOOL OF PUBLIC POLICY| BASED ON A UNIQUE DATASET SHE COLLECTED| UNIVERSITY OF CHICAGO HARRIS SCHOOL OF PUBLIC POLICY.
MARINA WILLIAMS|HARRIS SCHOOL OF PUBLIC POLICY| JAPAN EXCHANGE AND TEACHING (JET) PROGRAM,| NORTHWESTERN UNIVERSITY AND AN MA IN LAW AND DIPLOMACY FROM TUFTS UNIVERSITY,
MARLEY MANDELARO|HARRIS SCHOOL OF PUBLIC POLICY| BAGEL.| UNIVERSITY OF BUFFALO SUNY.
MARQUIS HAYES|HARRIS SCHOOL OF PUBLIC POLICY| MINORS IN BOTH AFRICAN AMERICAN STUDIES AND HISTORY.| UNIVERSITY OF CHICAGO OFFICE OF FINANCIAL AID
MARTIN CASTILLO QUINTANA|HARRIS SCHOOL OF PUBLIC POLICY| GAME-THEORETIC MODELS| UNIVERSITY OF CHILE.
MARYSUE BARRETT|HARRIS SCHOOL OF PUBLIC POLICY| ONE MILLION DEGREES AND THE NIGHT MINISTRY.| NORTHWESTERN UNIVERSITY.
MATT NIKSCH|HARRIS SCHOOL OF PUBLIC POLICY| POSITIVE SCHOOL EXPERIENCES THAT EQUIP THEM TO SUCCEED ON THE PATH OF THEIR CHOICE,| PURDUE UNIVERSITY.
MATT ROARTY|HARRIS SCHOOL OF PUBLIC POLICY| MASTER OF ARTS PROGRAM IN THE SOCIAL SCIENCES| UNIVERSITY OF DELAWARE.
MATTHEW FLEMING|HARRIS SCHOOL OF PUBLIC POLICY| HIGH-IMPACT POLICY MEMOS| PEER INSTITUTIONS—THAT
MATTHEW STAGNER|HARRIS SCHOOL OF PUBLIC POLICY| STATES ON HUMAN SERVICES REFORMS.| IRVING B. HARRIS SCHOOL OF PUBLIC POLICY STUDIES AT THE UNIVERSITY OF CHICAGO
MAURICIO VILLACRES|HARRIS SCHOOL OF PUBLIC POLICY| NON-DEGREE-SEEKING| PURDUE UNIVERSITY NW IN INDIANA.
MAY WOODARD-HICKEY|HARRIS SCHOOL OF PUBLIC POLICY| TO KEEP ABREAST WITH THE LATEST CHANGES IN OFFICE TECHNOLOGY,| MORAINE VALLEY COMMUNITY COLLEGE
MAYA LOZINSKI|HARRIS SCHOOL OF PUBLIC POLICY| NATIONAL INSTITUTES OF HEALTH MEDICAL SCIENTIST TRAINING PROGRAM,| HARRIS SCHOOL OF PUBLIC POLICY RESEARCHING HEALTH ECONOMICS.
MEGAN BUSBICE|HARRIS SCHOOL OF PUBLIC POLICY| FULBRIGHT GRANT RECIPIENT,| FULBRIGHT GRANT
MEREDITH SHINER|HARRIS SCHOOL OF PUBLIC POLICY| DUKE UNIVERSITY IN POLITICAL SCIENCE.| DUKE UNIVERSITY IN POLITICAL SCIENCE.
MICHAEL A. NUTTER|HARRIS SCHOOL OF PUBLIC POLICY| HIGH SCHOOL GRADUATION| HIGH SCHOOL GRADUATION
MICHAEL GREENSTONE|HARRIS SCHOOL OF PUBLIC POLICY| A SENIOR FELLOW OF THE BROOKINGS INSTITUTION;| BECKER FRIEDMAN INSTITUTE
MICHAEL KREMER|HARRIS SCHOOL OF PUBLIC POLICY| PRESIDENTIAL FACULTY FELLOWSHIP,| HARVARD UNIVERSITY,
MICHAEL MIKLAUCIC|HARRIS SCHOOL OF PUBLIC POLICY| SENIOR FELLOW OF THE INSTITUTE FOR NATIONAL STRATEGIC STUDIES| UNIVERSITY OF CALIFORNIA,
MICHAEL TIBORIS|HARRIS SCHOOL OF PUBLIC POLICY| WRITTEN WORK IS PUBLISHED IN NUMEROUS ACADEMIC VENUES| UNIVERSITY OF CALIFORNIA, SAN DIEGO,
MICHELLE MICHELINI|HARRIS SCHOOL OF PUBLIC POLICY| “Q&A| UNIVERSITY OF CHICAGO’S HARRIS SCHOOL OF PUBLIC POLICY.
MIGUEL SANTOS|HARRIS SCHOOL OF PUBLIC POLICY| TWO MASTER OF SCIENCE DEGREES| UNIVERSIDAD DE BARCELONA,
MILVIA RODRIGUEZ|HARRIS SCHOOL OF PUBLIC POLICY| THE AWARD HONORS ONE STAFF PERSON AT THE UNIVERSITY EACH YEAR.| NOMINATED BY STUDENTS,
MIRELA MUNTEANU|HARRIS SCHOOL OF PUBLIC POLICY|"
MIRELA HOLDS BA FROM THE BUCHAREST ACADEMY OF ECONOMIC STUDIES IN ROMANIA"| BUCHAREST ACADEMY OF ECONOMIC STUDIES IN ROMANIA
MISHO CEKO|HARRIS SCHOOL OF PUBLIC POLICY| NEUROSCIENCE.| HARVARD KENNEDY SCHOOL OF GOVERNMENT,
MOLLY O'DONNELL|HARRIS SCHOOL OF PUBLIC POLICY| MASTER’S DEGREES IN INTERNATIONAL PUBLIC SERVICE AND ART HISTORY| DEPAUL UNIVERSITY;
MALLORY BARNES|INDIANA UNIVERSITY O'NEILL SCHOOL| 2013B.S. ZOOLOGY,| UNIVERSITY OF ARIZONA,
MARC LAME|INDIANA UNIVERSITY O'NEILL SCHOOL| 1981B.A.,| ARIZONA STATE UNIVERSITY,
MARCELLA ALSAN|HARVARD KENNEDY SCHOOL| BRIGHAM AND WOMEN’S HOSPITAL HIATT GLOBAL HEALTH EQUITY RESIDENCY FELLOWSHIP| MASSACHUSETTS GENERAL HOSPITAL.
MARK  KRUZAN|INDIANA UNIVERSITY O'NEILL SCHOOL| 1982 V412 LEADERSHIP & ETHICS,| INDIANA UNIVERSITY-BLOOMINGTON,
MARK  UEBEL|INDIANA UNIVERSITY O'NEILL SCHOOL| 1978| INDIANA UNIVERSITY,
MARK LEVIN|INDIANA UNIVERSITY O'NEILL SCHOOL| 1970B.A.,| MIAMI UNIVERSITY,
MARK NISWANDER|INDIANA UNIVERSITY O'NEILL SCHOOL| POLITICAL SCIENCE, UNIVERSITY OF NORTH TEXAS| UNIVERSITY OF NORTH TEXAS
MARK SHEEHAN|INDIANA UNIVERSITY O'NEILL SCHOOL|PHD,| INDIANA UNIVERSITY, 1979MA, INDIANA UNIVERSITY, 1972BA, INDIANA UNIVERSITY,
MARTA VENIER|INDIANA UNIVERSITY O'NEILL SCHOOL| 2002E-183 ENVIRONMENT AND PEOPLEE-537 ENVIRONMENTAL CHEMISTRY LABORATORY| UNIVERSITY OF TRIESTE, ITALY,
MARTHA FARELLA|INDIANA UNIVERSITY O'NEILL SCHOOL| 2015B.S. GENETICS,| UNIVERSITY OF ARIZONA,
MARY  WILLETT|INDIANA UNIVERSITY O'NEILL SCHOOL| 1984| INDIANA UNIVERSITY,
MARY JO BANE|HARVARD KENNEDY SCHOOL| A NUMBER OF BOOKS AND ARTICLES| HARVARD KENNEDY SCHOOL,
MARYLIS FANTONI|INDIANA UNIVERSITY O'NEILL SCHOOL|PHD| FEDERAL UNIVERSITY OF RIO DE JANEIRO,
MATTHEW ANDREWS|HARVARD KENNEDY SCHOOL| BCOM| MAXWELL SCHOOL, SYRACUSE UNIVERSITY.
MATTHEW BAGGETTA|INDIANA UNIVERSITY O'NEILL SCHOOL| CERTIFICATE IN APPLIED RESEARCH AND INQUIRY| UNIVERSITY OF NOTRE DAME,
MATTHEW BAUM|HARVARD KENNEDY SCHOOL| FAKE NEWS AND MISINFORMATION,| UC SAN DIEGO,
MAUREEN A. PIROG|INDIANA UNIVERSITY O'NEILL SCHOOL| 1975ADVANCED METHODS IN PROGRAM EVALUATIONMANAGEMENT SCIENCEPOVERTY| UNIVERSITY OF PENNSYLVANIA,
MAX BAZERMAN|HARVARD KENNEDY SCHOOL| OVER 200 RESEARCH ARTICLES AND CHAPTERS.| UNIVERSITY OF LONDON
MEGAN  STARNES|INDIANA UNIVERSITY O'NEILL SCHOOL| 2012PRACTICUM IN ARTS ADMINISTRATION| 2012PRACTICUM IN ARTS ADMINISTRATION
MELISSA LANEY|INDIANA UNIVERSITY O'NEILL SCHOOL| (LEAD INSTRUCTOR)| (LEAD INSTRUCTOR)
MICHAEL RUSHTON|INDIANA UNIVERSITY O'NEILL SCHOOL| 1990M.A.,|PH.D. UNIVERSITY OF BRITISH COLUMBIA,
MICHAEL S. BARR|FORD SCHOOL OF PUBLIC POLICY| SUMMA CUM LAUDE,| YALE UNIVERSITY.
MINDY KING|INDIANA UNIVERSITY O'NEILL SCHOOL| 1992| UNIVERSITY OF CALIFORNIA,
MIRANDA REDMAN|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
MITCHELL R. BERG|INDIANA UNIVERSITY O'NEILL SCHOOL| URBAN AND REGIONAL STUDIES, MINNESOTA STATE UNIVERSITY MANKATOB.S.,| UNIVERSITY OF MINNESOTA, DULUTH
MOLLY  STEWART|INDIANA UNIVERSITY O'NEILL SCHOOL| EDUCATION POLICY STUDIES,| UNIVERSITY OF WISCONSIN-MADISON,
MORELA HERNANDEZ|FORD SCHOOL OF PUBLIC POLICY|"
**PROFESSOR HERNANEZ IS ON LEAVE FOR FALL 2024**"| HERNANDEZ'S PERSONAL SITE.
NATHAN BARKER|HARRIS SCHOOL OF PUBLIC POLICY| BACHELOR’S DEGREE IN INTERNATIONAL ECONOMICS| GEORGETOWN UNIVERSITY.
NAVIN KUMAR|HARRIS SCHOOL OF PUBLIC POLICY| INSTRUCTIONAL| UNIVERSITY OF CHICAGO.
NED ENGLISH|HARRIS SCHOOL OF PUBLIC POLICY| BOOK CHAPTERS AND CONFERENCE PROCEEDINGS.| BOOK CHAPTERS AND CONFERENCE PROCEEDINGS.
NEHA MEHRA|HARRIS SCHOOL OF PUBLIC POLICY| (WITH HONORS)| LADY SHRIRAM COLLEGE FOR WOMEN, UNIVERSITY OF DELHI.
NICHOLAS MOORE|HARRIS SCHOOL OF PUBLIC POLICY| BACHELOR OF SCIENCE IN COMMUNICATION, MAJORING IN JOURNALISM AND CREATIVE WRITING,| VANDERBILT UNIVERSITY’S PEABODY COLLEGE OF EDUCATION AND HUMAN DEVELOPMENT.
NICHOLE HORN|HARRIS SCHOOL OF PUBLIC POLICY| HER COURSES INCLUDED FEMINIST POLITICAL THEORY,| UNIVERSITY OF TEXAS AT ARLINGTON
NICK FAHNDERS|HARRIS SCHOOL OF PUBLIC POLICY| FRONTLINE ALUMNI ENGAGEMENT AND ANNUAL GIVING| UNIVERSITY OF CONNECTICUT.
NORMAN BRADBURN|HARRIS SCHOOL OF PUBLIC POLICY| COUNTING PEOPLE IN THE INFORMATION AGE,| NATIONAL ACADEMY OF SCIENCES.
NOUR ABDUL-RAZZAK|HARRIS SCHOOL OF PUBLIC POLICY| POSTDOCTORAL FELLOW AT THE UNIVERSITY OF CHICAGO CRIME LAB AND EDUCATION LAB.| UNIVERSITY OF CHICAGO CRIME LAB AND EDUCATION LAB.
NANCY GUYOTT|INDIANA UNIVERSITY O'NEILL SCHOOL|J.D. MAURER SCHOOL OF LAW| HARVARD COLLEGE,
NATALIA RAYZOR|INDIANA UNIVERSITY O'NEILL SCHOOL| 1997V457 HR TRAINING AND DEVELOPMENTV373| INDIANA UNIVERSITY,
NIKOLAOS ZIROGIANNIS|INDIANA UNIVERSITY O'NEILL SCHOOL| 2013M.S.,| UNIVERSITY OF MASSACHUSETTS-AMHERST,
OEINDRILA DUBE|HARRIS SCHOOL OF PUBLIC POLICY| ORIGINAL SURVEYS, HAND COLLECTED RECORDS, AND BIG DATA| STANFORD UNIVERSITY.
OLIVER  NELSON JR. |INDIANA UNIVERSITY O'NEILL SCHOOL| 2016M.M., MASTER OF MUSIC,| UNIVERSITY OF ILLINOIS,
ORVILLE POWELL|INDIANA UNIVERSITY O'NEILL SCHOOL| 1961URBAN PROBLEMS AND SOLUTIONS| PENNSYLVANIA STATE UNIVERSITY,
OSITA  AFOAKU|INDIANA UNIVERSITY O'NEILL SCHOOL| 1991M.A.,| UNIVERSITY OF IFE,
OWEN  WITESMAN|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
PAIGE AZUMA|HARRIS SCHOOL OF PUBLIC POLICY|"
PAIGE COMPLETED HER BA IN SOCIOLOGY"| UNIVERSITY OF CHICAGO’S SCHOOL OF SOCIAL SERVICE ADMINISTRATION.
PAULA WORTHINGTON|HARRIS SCHOOL OF PUBLIC POLICY| NINE TEACHING AWARDS| NORTHWESTERN UNIVERSITY
PETER GANONG|HARRIS SCHOOL OF PUBLIC POLICY| ONE AT THE WHITE HOUSE COUNCIL OF ECONOMIC ADVISERS| HARVARD.
PAOLO BELARDINELLI|INDIANA UNIVERSITY O'NEILL SCHOOL|PHD,| UNIVERSITY OF BOLOGNA,
PAUL FOGLEMAN|INDIANA UNIVERSITY O'NEILL SCHOOL|MA, SECOND LANGUAGE STUDIES,| INDIANA UNIVERSITY,
PAUL HELMKE|INDIANA UNIVERSITY O'NEILL SCHOOL| (WITH HIGHEST HONORS AND HONORS)| YALE UNIVERSITY,
PAULA LANTZ|FORD SCHOOL OF PUBLIC POLICY|" ELECTED MEMBER

RECENT PUBLICATIONS
LANTZ PM."| ONLINE COURSE
PERRY MAULL|INDIANA UNIVERSITY O'NEILL SCHOOL|M.B.A. IN URBAN TRANSIT MANAGEMENT,|M.B.A. IN URBAN TRANSIT MANAGEMENT,
PHIL LEHMKUHLER|INDIANA UNIVERSITY O'NEILL SCHOOL| UNIVERSITY OF LOUISVILLEBA, INDIANA UNIVERSITY| UNIVERSITY OF LOUISVILLEBA,
PHILIP S. STEVENS|INDIANA UNIVERSITY O'NEILL SCHOOL| 1984ADVANCED| OBERLIN COLLEGE, OHIO,
PHOEBE  WAKHUNGU|INDIANA UNIVERSITY O'NEILL SCHOOL| ELEMENTARY STATISTICS,| UNIVERSITY OF NAIROBI
QUINN RALLINS|HARRIS SCHOOL OF PUBLIC POLICY| RHODES SCHOLAR FINALIST,| UNIVERSITY OF OXFORD
R.J. WOODRING|INDIANA UNIVERSITY O'NEILL SCHOOL| PRINCIPLES AND PRACTICES OF MODERN LEADERSHIP| UNIVERSITY OF KANSASV450-
RAAJ SAH|HARRIS SCHOOL OF PUBLIC POLICY| WITHOUT DETERMINING WHAT IS FEASIBLE, ANY OTHER ANALYSIS WILL NOT BE MEANINGFUL.| TRESCH)
RAHMATULLAH HAMRAZ|HARRIS SCHOOL OF PUBLIC POLICY| INTERFACE WITH LOCAL COMMUNITIES TO CONDUCT INTERGROUP DIALOGUE| UNIVERSITY OF CHICAGO, AND AN MBA FROM THE AMERICAN UNIVERSITY OF AFGHANISTAN
RANJAN DANIELS|HARRIS SCHOOL OF PUBLIC POLICY| RANJAN EARNED AN MBA| EMORY UNIVERSITY.
RAUL SANCHEZ DE LA SIERRA|HARRIS SCHOOL OF PUBLIC POLICY| HIS CV: CV.| CV.
REBECCA HOU|HARRIS SCHOOL OF PUBLIC POLICY| POSITIVE AND PERSONALIZED PROSPECTIVE STUDENT EXPERIENCE UNIQUE TO CHICAGO HARRIS.| UNIVERSITY INTERNATIONAL COMMITTEE,
REBECCA WOLFE|HARRIS SCHOOL OF PUBLIC POLICY| THEORETICALLY GROUNDED AND EVIDENCE BASED,| HARVARD UNIVERSITY.
RENA DASCAL|HARRIS SCHOOL OF PUBLIC POLICY| YESHIVA UNIVERSITY.| YESHIVA UNIVERSITY.
RENAE FENTRESS|HARRIS SCHOOL OF PUBLIC POLICY| RENAE HOLDS A B.A. IN COMMUNICATIONS FROM MOODY BIBLE INSTITUTE.| MOODY BIBLE INSTITUTE.
RENE BAUTISTA|HARRIS SCHOOL OF PUBLIC POLICY| EDISON MEDIA RESEARCH --EXCLUSIVE PROVIDER OF EXIT POLLING DATA| GRADUATE LEVEL
RICHARD DELEWSKY|HARRIS SCHOOL OF PUBLIC POLICY| FLORIDA INTERNATIONAL UNIVERSITY.| FLORIDA INTERNATIONAL UNIVERSITY.
ROBERT GOERGE|HARRIS SCHOOL OF PUBLIC POLICY|ROBERT M. GOERGE,| UNIVERSITY OF CHICAGO HARRIS SCHOOL OF PUBLIC POLICY.
ROBERT KAESTNER|HARRIS SCHOOL OF PUBLIC POLICY| BA AND MA FROM BINGHAMTON UNIVERSITY (SUNY).| BINGHAMTON UNIVERSITY
ROBERT OWENS|HARRIS SCHOOL OF PUBLIC POLICY| SOCIOLOGY| UNIVERSITY OF CHICAGO.
ROBERT ROSNER|HARRIS SCHOOL OF PUBLIC POLICY| (BA, BRANDEIS UNIVERSITY; PHD, HARVARD UNIVERSITY).| (BA, BRANDEIS UNIVERSITY; PHD, HARVARD UNIVERSITY).
ROBERT T. MICHAEL|HARRIS SCHOOL OF PUBLIC POLICY|" ""NATIONAL HEALTH AND SOCIAL LIFE SURVEY,"""| UNIVERSITY OF CHICAGO HARRIS SCHOOL OF PUBLIC POLICY,
ROGER MYERSON|HARRIS SCHOOL OF PUBLIC POLICY| WHEN INDIVIDUALS HAVE DIFFERENT INFORMATION.| UNIVERSITY OF CHICAGO
RONALD GIBBS|HARRIS SCHOOL OF PUBLIC POLICY| HARVARD UNIVERSITY, KENNEDY SCHOOL OF GOVERNMENT, AND A BA IN POLITICAL SCIENCE| HARVARD UNIVERSITY,
RONI RAULWING|HARRIS SCHOOL OF PUBLIC POLICY| CERTIFICATE PROGRAMS.| STANFORD GRADUATE SCHOOL OF BUSINESS,
RUOQI HUANG|HARRIS SCHOOL OF PUBLIC POLICY| MASTER OF SCIENCE IN ANALYTICS PROGRAM| IOWA STATE UNIVERSITY
RYAN KELLOGG|HARRIS SCHOOL OF PUBLIC POLICY| TAILORED TO UNDERGRADUATE POLICY MAJORS AND TO PROFESSIONAL EVENING MASTERS STUDENTS.| SELECTED PUBLICATIONS HERRNSTADT, EVAN, RYAN KELLOGG, AND ERIC LEWIS
RACHEL CASH|INDIANA UNIVERSITY O'NEILL SCHOOL|MPA, UMKC, 2021BA,| WILLIAM JEWELL COLLEGE,
RAFAEL REUVENY|INDIANA UNIVERSITY O'NEILL SCHOOL| (MAGNA CUM LAUDE),| (MAGNA CUM LAUDE),
REBECCA WARREN|INDIANA UNIVERSITY O'NEILL SCHOOL| 2022| UNIVERSITY OF INDIANAPOLIS,
RHONDA BAIRD|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
RICHARD HANSEN|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
RICHARD L. HALL|FORD SCHOOL OF PUBLIC POLICY|"
HONORS AND AWARDS
SAMUEL ELDERSVELD CAREER ACHIEVEMENT AWARD,"| UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL.
ROBERT BEHN|HARVARD KENNEDY SCHOOL| DEGREE COURSE ON PERFORMANCE LEADERSHIP.| HARVARD.
ROBERT C. HAMPSHIRE|FORD SCHOOL OF PUBLIC POLICY| QUEUEING THEORIST THAT USES STATISTICS, STOCHASTIC MODELING, SIMULATION AND DYNAMIC OPTIMIZATION.| PRINCETON UNIVERSITY.
ROBERT HANSEN|INDIANA UNIVERSITY O'NEILL SCHOOL| 2014 B. S.,| INDIANA UNIVERSITY,
ROBERT S. KRAVCHUK|INDIANA UNIVERSITY O'NEILL SCHOOL| 1977PUBLIC FINANCE AND BUDGETSSEMINAR| SYRACUSE UNIVERSITY,
ROGER  PARKS|INDIANA UNIVERSITY O'NEILL SCHOOL| 1972S.B.,| INDIANA UNIVERSITY,
ROGER MORRIS|INDIANA UNIVERSITY O'NEILL SCHOOL| 1985DATABASE MANAGEMENT SYSTEMSMANAGING INFORMATION TECHNOLOGY| 1985DATABASE MANAGEMENT SYSTEMSMANAGING INFORMATION TECHNOLOGY
RONALD HITES|INDIANA UNIVERSITY O'NEILL SCHOOL| 1964COMPUTING FOR ENVIRONMENTAL SCIENTISTENVIRONMENT AND PEOPLE| OAKLAND UNIVERSITY,
ROY W. SHIN|INDIANA UNIVERSITY O'NEILL SCHOOL| 1962B.A.,| UNIVERSITY OF MINNESOTA,
RYAN MUSHINSKI|INDIANA UNIVERSITY O'NEILL SCHOOL| 2017B.S., TEXAS STATE UNIVERSITY,| TEXAS A&M UNIVERSITY,
SABA DEVDARIANI|HARRIS SCHOOL OF PUBLIC POLICY| MASTER’S DEGREE IN ECONOMICS FROM THE INTERNATIONAL SCHOOL OF ECONOMICS| TBILISI STATE UNIVERSITY.
SABRINA DIRK|HARRIS SCHOOL OF PUBLIC POLICY| A SECOND LANGUAGE FROM PURDUE UNIVERSITY, AND A B.A. IN ENGLISH| EDUCATION POLICY.
SADIA SINDHU|HARRIS SCHOOL OF PUBLIC POLICY| SECOND CLASS OF THE CIVIL SOCIETY FELLOWSHIP,| GEORGETOWN UNIVERSITY.
SAMANTHA GEHM|HARRIS SCHOOL OF PUBLIC POLICY| HOST EVENTS AND GATHERINGS| MICHIGAN STATE UNIVERSITY
SAMANTHA JOHNSON|HARRIS SCHOOL OF PUBLIC POLICY| WRITING PERSUASIVE PUBLIC POLICY CREDENTIAL PROGRAM| GOVERNORS STATE UNIVERSITY
SAMMI WILLIAMS|HARRIS SCHOOL OF PUBLIC POLICY| EMPLOYER RESOURCE GUIDES| EMPLOYER RESOURCE GUIDES
SANAM KAZI|HARRIS SCHOOL OF PUBLIC POLICY| PERSONALIZED CAREER COACHING,| UNIVERSITY OF CHICAGO LAW SCHOOL
SARAH JANE CHRYSLER|HARRIS SCHOOL OF PUBLIC POLICY| BIENNIAL FUNDRAISING GALA CONNECTIONS.| LOYOLA UNIVERSITY CHICAGO
SCOTT ASHWORTH|HARRIS SCHOOL OF PUBLIC POLICY| GAME-THEORETIC MODELS| MASSACHUSETTS INSTITUTE OF TECHNOLOGY.
