name|faculty_of|has_phd_info|phd_where
KRISTINA BUTAEVA|HARRIS SCHOOL OF PUBLIC POLICY|RUSSIA, EAST EUROPE, AND CENTRAL ASIA (CREECA) AT|GREATER EURASIA RESEARCH CENTER (GEAR), A
KUNAL PAL|HARRIS SCHOOL OF PUBLIC POLICY|CLOSELY WITH C-SUITE|KUNAL ALSO SERVED AS A
KAMISSA CAMARA|FORD SCHOOL OF PUBLIC POLICY|HELD|HELD HIGH-RANKING POSITIONS IN THE MALIAN
KAREN GAHL-MILLS|INDIANA UNIVERSITY O'NEILL SCHOOL|FUND DEVELOPMENT FOR THE ARTSV412|FUND DEVELOPMENT FOR THE ARTSV412
KATHLEEN  STEDMAN|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY, 1996|2016B.A.,
KATHRYN  CIMERA|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
KATHRYN M. DOMINGUEZ|FORD SCHOOL OF PUBLIC POLICY|DOMINGUEZ IS A PROFESSOR OF PUBLIC POLICY AND ECONOMICS|A RESEARCH ASSOCIATE AT THE
KATHRYN MICHELLE BENAVIDEZ  WESTRICH|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY,|PHD,
KENNETH R. RICHARDS|INDIANA UNIVERSITY O'NEILL SCHOOL|BOTANY AND CHEMISTRY,|1983B.A., BOTANY AND CHEMISTRY,
KERRY KRUTILLA|INDIANA UNIVERSITY O'NEILL SCHOOL|1977BENEFIT-COST ANALYSIS OF PUBLIC & ENVIRONMENTAL POLICIESENVIRONMENTAL ECONOMICS AND FINANCE|PH.D., DUKE UNIVERSITY, 1988M.S., DUKE
KHALIL ABDUR-RASHID|HARVARD KENNEDY SCHOOL|IN ISLAMIC SCIENCES.HE HAS TAUGHT NUMEROUS COURSES|SCHOLAR-IN-RESIDENCE AT A
KIMBERLY NOVICK|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D., ENVIRONMENTAL SCIENCE, DUKE UNIVERSITY NICHOLAS SCHOOL OF THE ENVIRONMENT,|PH.D., ENVIRONMENTAL SCIENCE, DUKE UNIVERSITY NICHOLAS SCHOOL OF THE ENVIRONMENT,
KIRSTEN GRØNBJERG|INDIANA UNIVERSITY O'NEILL SCHOOL|NONPROFITSNONPROFIT AND VOLUNTARY|PITZER COLLEGE, CLAREMONT, CA, 1968FUND DEVELOPMENT FOR NONPROFITSNONPROFIT
KOSALI SIMON|INDIANA UNIVERSITY O'NEILL SCHOOL|H549/V710)HEALTH|H549/V710)HEALTH ECONOMICS (UNDERGRADUATE
LARISA VLADU|HARRIS SCHOOL OF PUBLIC POLICY|LARISA WORKED|PRIOR TO JOINING HARRIS, LARISA
LAURA CARROLL|HARRIS SCHOOL OF PUBLIC POLICY|BACCALAUREATE CERTIFICATION IN THE MYP|BELGIUM. SHE IS CURRENTLY
LEAH GJERTSON|HARRIS SCHOOL OF PUBLIC POLICY|WELFARE AND A MASTER OF SCIENCE IN SOCIAL WORK|JURIS DOCTOR FROM DRAKE UNIVERSITY
LECHAE MOTTLEY|HARRIS SCHOOL OF PUBLIC POLICY|ALUMNI. SINCE 2015, LECHAE|CLIENTS
LEONARD BRASHEAR|HARRIS SCHOOL OF PUBLIC POLICY|LEN WAS THE WEB DEVELOPMENT MANAGER AT EASTERN KENTUCKY|HARRIS,
LESLEY TURNER|HARRIS SCHOOL OF PUBLIC POLICY|U.S. DEPARTMENT OF EDUCATION IN 2022 AND|ECONOMICS
LESLIE VILLAVERDE|HARRIS SCHOOL OF PUBLIC POLICY|MENTOR TO FRESHMEN AND SOPHOMORES,|MANAGER AND SENIOR RESEARCH ASSISTANT
LINGYANG ZHANG|HARRIS SCHOOL OF PUBLIC POLICY|GRADUATE SCHOOL OF BUSINESS. LINGYANG EARNED A BACHELOR’S|BACHELOR’S DEGREE IN ECONOMICS
LUIS MARTINEZ|HARRIS SCHOOL OF PUBLIC POLICY|AGRICULTURAL INVESTMENT. HIS WORK HAS BEEN PUBLISHED|LINE OF RESEARCH FOCUSES ON CIVIL CONFLICT, STUDYING
LYDIA MAKDAH-MUFARREH|HARRIS SCHOOL OF PUBLIC POLICY|INSTITUTIONS, AND POLICYMAKERS AND INFLUENCERS. LYDIA|INSTITUTIONS, AND
LYDIA VELIKO|HARRIS SCHOOL OF PUBLIC POLICY|BLACK, RYAN|SHE
LANJUN PENG|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
LAURA HELMKE-LONG|INDIANA UNIVERSITY O'NEILL SCHOOL|BLOOMBERG SCHOOL OF PUBLIC HEALTH, BALTIMORE,|2005 BACHELOR OF ARTS IN PSYCHOLOGY, UNIVERSITY OF NORTH CAROLINA AT CHAPEL
LAURA JANE DURFEE|INDIANA UNIVERSITY O'NEILL SCHOOL|2009B.A., JOURNALISM, INDIANA|2009B.A., JOURNALISM, INDIANA UNIVERSITY, 2006
LAURA LITTLEPAGE|INDIANA UNIVERSITY O'NEILL SCHOOL|M.P.A., URBAN|PUBLIC AFFAIRS, INDIANA UNIVERSITY, 1980NONPROFIT
LAWRENCE BACOW|HARVARD KENNEDY SCHOOL|FROM 2011 TO 2014, HE SERVED AS PRESIDENT-IN-RESIDENCE IN THE HIGHER|DIPLOMACY.IN RECENT YEARS, HE HAS TURNED HIS SCHOLARLY FOCUS TO
LEE H. HAMILTON|INDIANA UNIVERSITY O'NEILL SCHOOL|J.D., INDIANA UNIVERSITY, 1956B.A., DEPAUW UNIVERSITY, 1952|INDIANA UNIVERSITY, 1956B.A., DEPAUW
LEONOR CAMARENA|INDIANA UNIVERSITY O'NEILL SCHOOL|ADMINISTRATION AND PUBLIC|POLICY,ARIZONA STATE UNIVERSITY, 2020MPA,
LESLEY SNYDER|INDIANA UNIVERSITY O'NEILL SCHOOL|BUSINESS,|IN BUSINESS,
LESLIE ABSHIER|INDIANA UNIVERSITY O'NEILL SCHOOL|AND FUND DEVELOPMENT, O'NEILL,|O'NEILL, INDIANA UNIVERSITY, 2012BSPA,
LESLIE LENKOWSKY|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D., HARVARD UNIVERSITY, 1982A.B.,|ENTREPRENEURSHIPCOMMUNICATIONS FOR PUBLIC AND NONPROFIT AFFAIRSCIVIL SOCIETY AND PUBLIC POLICY IN THE UNITED
LESTER  WADZINSKI|INDIANA UNIVERSITY O'NEILL SCHOOL|M.S., SLIPPERY ROCK UNIVERSITY, 1983B.S.,|M.S., SLIPPERY ROCK UNIVERSITY, 1983B.S.,
LIENNE  SETHNA|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D CANDIDATE, ENVIRONMENTAL|PH.D CANDIDATE, ENVIRONMENTAL SCIENCE, INDIANA UNIVERSITYB.S.,
LINDA BILMES|HARVARD KENNEDY SCHOOL|SHE HAS PUBLISHED IN|INVESTMENT (WITH JOHN LOOMIS). SHE HAS PUBLISHED IN
LISA AMSLER|INDIANA UNIVERSITY O'NEILL SCHOOL|LAUDE), SMITH COLLEGE, NORTHAMPTON, MA,|LAUDE), SMITH COLLEGE, NORTHAMPTON,
LOIS RECASCINO WISE|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D. IN POLITICAL SCIENCE, INDIANA|PH.D.
LORI GARRAGHTY, CFRE|INDIANA UNIVERSITY O'NEILL SCHOOL|2008B.A., GEORGE MASON UNIVERSITY, 1997|2008B.A.,
LUIS ARMONA|HARVARD KENNEDY SCHOOL|USED TO ENHANCE EXISTING ECONOMIC MODELS.|USED TO ENHANCE EXISTING ECONOMIC MODELS.
MADHU CAIN|HARRIS SCHOOL OF PUBLIC POLICY|60TH|1980S.
MADISON ZACCARDELLI|HARRIS SCHOOL OF PUBLIC POLICY|STAYING AT MY GREAT-GRANDMOTHER’S|THIS BOOK IS ONE I WILL BE RE-READING
MAGGIE ELMARAKBY|HARRIS SCHOOL OF PUBLIC POLICY|REGIONAL EVENTS AND ENGAGEMENT AND HIGH-LEVEL ALUMNI|ETHICS CERTIFICATE FROM NORTHWESTERN
MAGGIE SHI|HARRIS SCHOOL OF PUBLIC POLICY|HARRIS.|FELLOW
MALIHA CHISHTI|HARRIS SCHOOL OF PUBLIC POLICY|COUNTRIES. SHE ALSO IMPLEMENTED|ALSO IMPLEMENTED
MARC FARINELLA|HARRIS SCHOOL OF PUBLIC POLICY|THREE-WEEKS|DEFEAT OF INCUMBENT SENATOR
MAREIKE SCHOMERUS|HARRIS SCHOOL OF PUBLIC POLICY|EVIDENCE-BASED|EVIDENCE-BASED
MARIA ANGÉLICA BAUTISTA|HARRIS SCHOOL OF PUBLIC POLICY|STATE-LED|PREFERENCES, BEHAVIOR AND ECONOMIC OUTCOMES
MARINA WILLIAMS|HARRIS SCHOOL OF PUBLIC POLICY|CERTIFICATES IN ADULT MENTAL|HEALTH FIRST AID, WORKPLACE NEGOTIATION, AND
MARLEY MANDELARO|HARRIS SCHOOL OF PUBLIC POLICY|SHE WAS BORN AND RAISED IN|HOLDS AN A.M.
MARQUIS HAYES|HARRIS SCHOOL OF PUBLIC POLICY|STUDENT ASSISTANCE COMMITTEE, WHERE HE ENSURED|GEAR UP SPECIALIST WITHIN THE ILLINOIS STUDENT ASSISTANCE
MARTIN CASTILLO QUINTANA|HARRIS SCHOOL OF PUBLIC POLICY|POLITICS SHAPE POLICYMAKING. HIS CURRENT RESEARCH|DEVELOPS AND APPLIES GAME-THEORETIC
MARYSUE BARRETT|HARRIS SCHOOL OF PUBLIC POLICY|HARVARD BUSINESS SCHOOL AND ANTIRACISM TRAINING THROUGH CHICAGO ROAR. SHE|DEPARTMENTS
MATT NIKSCH|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO, AN M.S. IN|SONS.
MATT ROARTY|HARRIS SCHOOL OF PUBLIC POLICY|TECHNICIAN AT COMPUTER AID,|HARRIS
MATTHEW FLEMING|HARRIS SCHOOL OF PUBLIC POLICY|ALUMNI—AS|ALUMNI—AS WELL AS FROM PEER INSTITUTIONS—THAT
MATTHEW STAGNER|HARRIS SCHOOL OF PUBLIC POLICY|OF PUBLIC POLICY STUDIES|MATHEMATICA, HE LEADS SEVERAL
MAURICIO VILLACRES|HARRIS SCHOOL OF PUBLIC POLICY|PROGRAMS' LIFE-CYCLE|LIFE-CYCLE
MAY WOODARD-HICKEY|HARRIS SCHOOL OF PUBLIC POLICY|BUSINESS MANAGEMENT FROM LOUISIANA|MAY GRADUATED FROM SOUTHERN UNIVERSITY-SHREVEPORT
MAYA LOZINSKI|HARRIS SCHOOL OF PUBLIC POLICY|HEALTH RESEARCH AND QUALITY R36 DISSERTATION|DISSERTATION
MEGAN BUSBICE|HARRIS SCHOOL OF PUBLIC POLICY|BE INTERESTED IN THE INTERSECTION OF JUSTICE|MOVEMENTS.
MEREDITH SHINER|HARRIS SCHOOL OF PUBLIC POLICY|HARRIS' STUDENT-RUN POLICY JOURNAL,|SHE
MICHAEL A. NUTTER|HARRIS SCHOOL OF PUBLIC POLICY|OF PENNSYLVANIA.|3,
MICHAEL GREENSTONE|HARRIS SCHOOL OF PUBLIC POLICY|FACULTY DIRECTOR OF THE E2E|TO 2003, AND
MICHAEL KREMER|HARRIS SCHOOL OF PUBLIC POLICY|DISPENSERS FOR SAFE WATER|DEVELOPING
MICHAEL MIKLAUCIC|HARRIS SCHOOL OF PUBLIC POLICY|SIERRA LEONE (SCSL),|RWANDA (ICTR), THE SPECIAL
MICHAEL TIBORIS|HARRIS SCHOOL OF PUBLIC POLICY|AFFAIRS, AND THE JOURNAL OF APPLIED PHILOSOPHY),|AFFAIRS, AND THE AMERICAN COUNCIL OF LEARNED SOCIETIES.
MICHELLE MICHELINI|HARRIS SCHOOL OF PUBLIC POLICY|MPP|MICHELINI, ON HER WORK AT THE BIP
MIGUEL SANTOS|HARRIS SCHOOL OF PUBLIC POLICY|OF FINANCE FOR THE CISNEROS GROUP OF COMPANIES (1997-2003),|(2005-2007), AND BUSINESS VICE-PRESIDENT
MILVIA RODRIGUEZ|HARRIS SCHOOL OF PUBLIC POLICY|TO STUDENTS. RECIPIENTS|NEBRASKA-LINCOLN, A MASTERS IN HIGHER EDUCATION
MIRELA MUNTEANU|HARRIS SCHOOL OF PUBLIC POLICY|ASSISTANT FOR THE BOOTH SCHOOL (FORMER|DISBURSEMENTS AND COORDINATED WITH CENTRAL ADMINISTRATION
MISHO CEKO|HARRIS SCHOOL OF PUBLIC POLICY|A BS IN BIOENGINEERING FROM THE UNIVERSITY OF ILLINOIS.|MPA FROM
MOLLY O'DONNELL|HARRIS SCHOOL OF PUBLIC POLICY|INSTITUTE--INCLUDING|FUNCTIONS OF THE INSTITUTE--INCLUDING
MALLORY BARNES|INDIANA UNIVERSITY O'NEILL SCHOOL|ZOOLOGY, UNIVERSITY OF WISCONSIN-MADISON,|2018M.S., UNIVERSITY OF HAWAII AT MANOA,
MARC LAME|INDIANA UNIVERSITY O'NEILL SCHOOL|1975ENVIRONMENTAL MANAGEMENTINSECTS AND THE ENVIRONMENTMANAGEMENT|1981B.A., THE OHIO STATE UNIVERSITY, 1975ENVIRONMENTAL MANAGEMENTINSECTS AND THE ENVIRONMENTMANAGEMENT
MARCELLA ALSAN|HARVARD KENNEDY SCHOOL|AND PUBLIC HEALTH OUTLETS.|STANFORD. SHE IS AN APPLIED MICROECONOMIST STUDYING HEALTH INEQUALITY.
MARK  KRUZAN|INDIANA UNIVERSITY O'NEILL SCHOOL|J.D., SCHOOL OF LAW, INDIANA UNIVERSITY-BLOOMINGTON,|JOURNALISM/POLITICAL
MARK  UEBEL|INDIANA UNIVERSITY O'NEILL SCHOOL|B.A., SOCIOLOGY, INDIANA UNIVERSITY, 1976M.S.,|COUNSELING AND GUIDANCE, INDIANA
MARK LEVIN|INDIANA UNIVERSITY O'NEILL SCHOOL|1970B.A., MIAMI UNIVERSITY, 1968|1970B.A.,
MARK NISWANDER|INDIANA UNIVERSITY O'NEILL SCHOOL|B.A., POLITICAL SCIENCE, UNIVERSITY|B.A., POLITICAL SCIENCE, UNIVERSITY OF NORTH
MARK SHEEHAN|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY, 1970|1979MA, INDIANA UNIVERSITY, 1972BA,
MARTA VENIER|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D., INDIANA UNIVERSITY O'NEILL SCHOOL OF PUBLIC|ENVIRONMENT AND PEOPLEE-537
MARTHA FARELLA|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D., UNIVERSITY|2015B.S. GENETICS, UNIVERSITY OF GEORGIA, 2009
MARY  WILLETT|INDIANA UNIVERSITY O'NEILL SCHOOL|M.S.E.S., INDIANA|1988B.S., CHEMICAL ENGINEERING, PURDUE UNIVERSITY, 1984
MARY JO BANE|HARVARD KENNEDY SCHOOL|FROM 1993 TO 1996 SHE WAS ASSISTANT SECRETARY FOR CHILDREN AND FAMILIES AT THE|THE THORNTON
MARYLIS FANTONI|INDIANA UNIVERSITY O'NEILL SCHOOL|2021BA, INTERNATIONAL RELATIONS, FEDERAL UNIVERSITY OF RIO DE JANEIRO,|INTERNATIONAL RELATIONS, FEDERAL UNIVERSITY OF RIO DE JANEIRO,
MATTHEW ANDREWS|HARVARD KENNEDY SCHOOL|DEVELOPED THROUGH OVER A DECADE OF|BOOKS AND OVER 60 OTHER
MATTHEW BAGGETTA|INDIANA UNIVERSITY O'NEILL SCHOOL|CERTIFICATE IN APPLIED RESEARCH AND INQUIRY|US POLICY AND ADMINISTRATIONV482: MANAGING RISKS AND HAZARDS IN THE U.S.
MATTHEW BAUM|HARVARD KENNEDY SCHOOL|WELL AS ON THE ROLE|RESEARCH HAS APPEARED IN OVER A DOZEN LEADING SCHOLARLY
MAUREEN A. PIROG|INDIANA UNIVERSITY O'NEILL SCHOOL|LAUDE), ECONOMICS, BOSTON|LAUDE), ECONOMICS, BOSTON COLLEGE, 1975ADVANCED
MAX BAZERMAN|HARVARD KENNEDY SCHOOL|THE AUTHOR, CO-AUTHOR, OR CO-EDITOR OF TWENTY BOOKS|THE AUTHOR, CO-AUTHOR, OR CO-EDITOR OF TWENTY BOOKS
MEGAN  STARNES|INDIANA UNIVERSITY O'NEILL SCHOOL|STUDIES, IU,|2012PRACTICUM IN ARTS
MELISSA LANEY|INDIANA UNIVERSITY O'NEILL SCHOOL|M.S.E.S., APPLIED|PUBLIC AFFAIRS (MINOR IN GEOLOGY) INDIANA UNIVERSITY, 1996LIMNOLOGY
MICHAEL RUSHTON|INDIANA UNIVERSITY O'NEILL SCHOOL|THE ARTSART|1981B.A., UNIVERSITY OF BRITISH COLUMBIA, 1980CULTURAL
MICHAEL S. BARR|FORD SCHOOL OF PUBLIC POLICY|A SPECIAL ADVISER AND COUNSELOR ON THE POLICY PLANNING STAFF AT THE|PROFESSOR OF LAW AT THE UNIVERSITY
MINDY KING|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D., HEALTH PSYCHOLOGY, UNIVERSITY OF CALIFORNIA, IRVINE, 1999B.A.,|PH.D., HEALTH PSYCHOLOGY, UNIVERSITY OF CALIFORNIA,
MIRANDA REDMAN|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
MITCHELL R. BERG|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D., MANAGEMENT AND PUBLIC SERVICE, HAMLINE|PH.D., MANAGEMENT AND PUBLIC SERVICE, HAMLINE UNIVERSITY,
MOLLY  STEWART|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D., EDUCATION POLICY STUDIES, UNIVERSITY OF WISCONSIN-MADISON,|PH.D., EDUCATION POLICY STUDIES, UNIVERSITY OF WISCONSIN-MADISON,
MORELA HERNANDEZ|FORD SCHOOL OF PUBLIC POLICY|WELL AS LARGE-SCALE ORGANIZATIONAL CHANGE.|THE FACULTY DIRECTOR OF THE SCHOOL'S LEADERSHIP INITIATIVE. SHE HAS WORKED AS
NATHAN BARKER|HARRIS SCHOOL OF PUBLIC POLICY|WORKED IN GHANA,|BACHELOR’S
NAVIN KUMAR|HARRIS SCHOOL OF PUBLIC POLICY|INSTRUCTIONAL PROFESSOR AT THE HARRIS|HIS
NED ENGLISH|HARRIS SCHOOL OF PUBLIC POLICY|OF|(NSHAP), AND
NEHA MEHRA|HARRIS SCHOOL OF PUBLIC POLICY|DEVELOPED “LADIES|DEVELOPED PUBLIC-PRIVATE
NICHOLAS MOORE|HARRIS SCHOOL OF PUBLIC POLICY|OF SCIENCE|STRATEGIC PROJECTS MANAGER IN THE DIVISION OF COMMUNICATIONS, HE
NICHOLE HORN|HARRIS SCHOOL OF PUBLIC POLICY|EARNED HER BA FROM THE UNIVERSITY OF TEXAS AT ARLINGTON IN 2006, AND|UNIVERSITY OF TEXAS AT ARLINGTON IN 2006, AND
NICK FAHNDERS|HARRIS SCHOOL OF PUBLIC POLICY|EXPERIENCE.  HAVING|YOUR WORK TO ENSURE A MORE ALIGNED
NORMAN BRADBURN|HARRIS SCHOOL OF PUBLIC POLICY|THE UN ECONOMIC COMMISSION ON EUROPE|MANNHEIM, GERMANY.
NOUR ABDUL-RAZZAK|HARRIS SCHOOL OF PUBLIC POLICY|PH.D. IN PUBLIC POLICY FROM THE UNIVERSITY OF CHICAGO HARRIS SCHOOL OF PUBLIC|LAB. SHE HOLDS
NANCY GUYOTT|INDIANA UNIVERSITY O'NEILL SCHOOL|J.D. MAURER SCHOOL OF LAW AT BLOOMINGTON,1993A.B.|BLOOMINGTON,1993A.B. IN
NATALIA RAYZOR|INDIANA UNIVERSITY O'NEILL SCHOOL|B.S., SPANISH, INDIANA|DIVERSITY IN THE WORKPLACE
NIKOLAOS ZIROGIANNIS|INDIANA UNIVERSITY O'NEILL SCHOOL|MASSACHUSETTS-AMHERST,|MASSACHUSETTS-AMHERST,
OEINDRILA DUBE|HARRIS SCHOOL OF PUBLIC POLICY|OXFORD UNIVERSITY, AND HER BA IN PUBLIC POLICY FROM|UNIVERSITY. PRIOR TO THAT, SHE
OLIVER  NELSON JR. |INDIANA UNIVERSITY O'NEILL SCHOOL|D.M.A., DOCTOR|2016M.M., MASTER OF MUSIC, BUTLER UNIVERSITY, 1997BM.,
ORVILLE POWELL|INDIANA UNIVERSITY O'NEILL SCHOOL|M.P.A., PENNSYLVANIA|M.P.A.,
OSITA  AFOAKU|INDIANA UNIVERSITY O'NEILL SCHOOL|1980AFRICAN POLITICAL ECONOMYGLOBAL GOVERNANCE IN THE 21ST|ECONOMYGLOBAL GOVERNANCE IN THE 21ST
OWEN  WITESMAN|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
PAIGE AZUMA|HARRIS SCHOOL OF PUBLIC POLICY|PATHWAYS|CHICAGO. MORE
PAULA WORTHINGTON|HARRIS SCHOOL OF PUBLIC POLICY|AT THE FEDERAL|SENIOR RESEARCH ECONOMIST
PETER GANONG|HARRIS SCHOOL OF PUBLIC POLICY|AT THE NATIONAL BUREAU OF ECONOMIC RESEARCH. HE|RACIAL WEALTH INEQUALITY AND THE
PAOLO BELARDINELLI|INDIANA UNIVERSITY O'NEILL SCHOOL|AND SOCIAL SCIENCES, BOCCONI UNIVERSITY, 2014BA, ECONOMICS|BOCCONI UNIVERSITY, 2014BA, ECONOMICS AND FINANCE, UNIVERSITY OF BOLOGNA,
PAUL FOGLEMAN|INDIANA UNIVERSITY O'NEILL SCHOOL|STUDIES, INDIANA|INDIANA UNIVERSITY, BLOOMINGTON, 2010MA, INTERNATIONAL RELATIONS, CITY COLLEGE OF NEW
PAUL HELMKE|INDIANA UNIVERSITY O'NEILL SCHOOL|J.D., YALE UNIVERSITY, 1973B.A.|J.D., YALE UNIVERSITY, 1973B.A. (WITH HIGHEST HONORS
PAULA LANTZ|FORD SCHOOL OF PUBLIC POLICY|MEDICALIZATION FOR POPULATION HEALTH AND|PM. UPSTREAM POLICY CHANGES TO IMPROVE POPULATION HEALTH AND
PERRY MAULL|INDIANA UNIVERSITY O'NEILL SCHOOL|M.B.A.|M.B.A. IN URBAN TRANSIT MANAGEMENT, INDIANA UNIVERSITYB.S. IN
PHIL LEHMKUHLER|INDIANA UNIVERSITY O'NEILL SCHOOL|OF LOUISVILLEBA, INDIANA|MPA, UNIVERSITY OF LOUISVILLEBA,
PHILIP S. STEVENS|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D., CHEMISTRY , HARVARD|1990A.M., CHEMISTRY, HARVARD
PHOEBE  WAKHUNGU|INDIANA UNIVERSITY O'NEILL SCHOOL|2012K300, ELEMENTARY STATISTICS, IUPUI, 2011-2012Y502, GRADUATE|2012K300, ELEMENTARY STATISTICS, IUPUI, 2011-2012Y502,
QUINN RALLINS|HARRIS SCHOOL OF PUBLIC POLICY|OF CHICAGO, CHICAGO LAWYERS|FOR
R.J. WOODRING|INDIANA UNIVERSITY O'NEILL SCHOOL|KANSASV450- PRINCIPLES AND PRACTICES|KANSASV450- PRINCIPLES AND PRACTICES
RAAJ SAH|HARRIS SCHOOL OF PUBLIC POLICY|DEVELOPED A SIMPLE AND INGENIOUS METHOD FOR DETERMINING THE|IS A QUOTATION (FROM TRESCH)
RAHMATULLAH HAMRAZ|HARRIS SCHOOL OF PUBLIC POLICY|ROLE WAS TO INTERFACE|CHICAGO, AND AN MBA
RANJAN DANIELS|HARRIS SCHOOL OF PUBLIC POLICY|KELLOGG GRADUATE SCHOOL OF|JOINING HARRIS,
RAUL SANCHEZ DE LA SIERRA|HARRIS SCHOOL OF PUBLIC POLICY|IS ONE OF THE LEADING CHARACTERS|IS ONE OF THE LEADING CHARACTERS
REBECCA HOU|HARRIS SCHOOL OF PUBLIC POLICY|ACCOUNTING AND|ALL
REBECCA WOLFE|HARRIS SCHOOL OF PUBLIC POLICY|INTERVENTIONS|ENGAGE IN VIOLENCE AND HOW DEVELOPMENT INTERVENTIONS
RENA DASCAL|HARRIS SCHOOL OF PUBLIC POLICY|ORGANIZATION.  RENA|YEARS
RENAE FENTRESS|HARRIS SCHOOL OF PUBLIC POLICY|COMMUNICATIONS. SHE|CONTINUING TO WORK
RENE BAUTISTA|HARRIS SCHOOL OF PUBLIC POLICY|OF EXIT POLLING DATA TO ABC NEWS, CBS NEWS, CNN,|NEBRASKA-LINCOLN. BAUTISTA HAS ALSO CONSULTED
RICHARD DELEWSKY|HARRIS SCHOOL OF PUBLIC POLICY|RICH HOLDS A M.S. IN INTERNATIONAL INTERCULTURAL|ASIAN BRITISH CULTURAL STUDIES THROUGH THE
ROBERT GOERGE|HARRIS SCHOOL OF PUBLIC POLICY|FOR CHILD INDICATORS. SENIOR|COUNCIL PANEL ON MODERNIZING
ROBERT KAESTNER|HARRIS SCHOOL OF PUBLIC POLICY|EDITORIAL BOARD OF DEMOGRAPHY AND JOURNAL OF|KAESTNER IS AN ASSOCIATE
ROBERT OWENS|HARRIS SCHOOL OF PUBLIC POLICY|FROM 2017 TO 2019, ROBERT WAS AN ASSOCIATE PRINCIPAL AT THE|SOCIOLOGY FROM THE UNIVERSITY
ROBERT ROSNER|HARRIS SCHOOL OF PUBLIC POLICY|COMPLEX SYSTEMS (RANGING FROM ASTROPHYSICAL|FOREIGN
ROBERT T. MICHAEL|HARRIS SCHOOL OF PUBLIC POLICY|FAMILIES; THE|CURRENT RESEARCH FOCUSES ON PARENTAL INVESTMENTS IN CHILDREN, AND
ROGER MYERSON|HARRIS SCHOOL OF PUBLIC POLICY|BARGAINING. MYERSON HAS ALSO APPLIED GAME-THEORETIC|YEARS.
RONALD GIBBS|HARRIS SCHOOL OF PUBLIC POLICY|FOR HIS WORK IN CREATING A BROAD-BASED|WINNING PHOTOGRAPHER NICK UT AFTER SHE
RONI RAULWING|HARRIS SCHOOL OF PUBLIC POLICY|BAKING AND COOKING. RONI|YEARS.
RUOQI HUANG|HARRIS SCHOOL OF PUBLIC POLICY|FRIENDS AND TRY NEW THINGS.|AUTOMATING REPORTS TO GENERATE INSIGHTS
RYAN KELLOGG|HARRIS SCHOOL OF PUBLIC POLICY|POLITICAL ECONOMY. KELLOGG, RYAN (2018), “GASOLINE|SHALE GAS”, BROOKINGS PAPERS ON ECONOMIC
RACHEL CASH|INDIANA UNIVERSITY O'NEILL SCHOOL|WILLIAM|UMKC, 2021BA, WILLIAM JEWELL COLLEGE, 2013
RAFAEL REUVENY|INDIANA UNIVERSITY O'NEILL SCHOOL|INTRODUCTION TO COMPARATIVE AND INTERNATIONAL|FINANCIAL MANAGEMENT / CORPORATE FINANCEV160 INTRODUCTION
REBECCA WARREN|INDIANA UNIVERSITY O'NEILL SCHOOL|B.F.A., VISUAL COMMUNICATIONS, INDIANA UNIVERSITY-PURDUE|M.S., MANAGEMENT, STRATEGY AND LEADERSHIP,
RHONDA BAIRD|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
RICHARD HANSEN|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
RICHARD L. HALL|FORD SCHOOL OF PUBLIC POLICY|HALL IS A PROFESSOR OF POLITICAL SCIENCE AND PUBLIC POLICY. HIS RESEARCH INTERESTS FOCUS|ANALYSIS, POLICY ADVOCACY, CAMPAIGN FINANCE REFORM, AND THE POLITICS OF HEALTH POLICY.
ROBERT BEHN|HARVARD KENNEDY SCHOOL|"YOUR MAN,"" THE NEW YORK TIMES; AND ""BEFORE THE CURSE,"""|TO
ROBERT C. HAMPSHIRE|FORD SCHOOL OF PUBLIC POLICY|FOCUSES ON THE MANAGEMENT AND POLICY ANALYSIS OF EMERGING NETWORKED|A QUEUEING THEORIST THAT USES STATISTICS, STOCHASTIC MODELING, SIMULATION AND DYNAMIC OPTIMIZATION.
