name|faculty_of|has_phd_info|phd_where
MILVIA RODRIGUEZ|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF NEBRASKA-LINCOLN|UNIVERSITY OF NEBRASKA-LINCOLN
MIRELA MUNTEANU|HARRIS SCHOOL OF PUBLIC POLICY|NORTHEASTERN ILLINOIS UNIVERSITY|NORTHEASTERN ILLINOIS UNIVERSITY
MISHO CEKO|HARRIS SCHOOL OF PUBLIC POLICY|NATIONAL INSTITUTES OF HEALTH|NATIONAL INSTITUTES OF HEALTH
MOLLY O'DONNELL|HARRIS SCHOOL OF PUBLIC POLICY|DEPAUL UNIVERSITY|DEPAUL UNIVERSITY
MALLORY BARNES|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF ARIZONA|UNIVERSITY OF ARIZONA
MARC LAME|INDIANA UNIVERSITY O'NEILL SCHOOL|ARIZONA STATE UNIVERSITY|ARIZONA STATE UNIVERSITY
MARCELLA ALSAN|HARVARD KENNEDY SCHOOL|HARVARD UNIVERSITY|HARVARD UNIVERSITY
MARK  KRUZAN|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY-BLOOMINGTON|INDIANA UNIVERSITY-BLOOMINGTON
MARK  UEBEL|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
MARK LEVIN|INDIANA UNIVERSITY O'NEILL SCHOOL|KENT STATE UNIVERSITY|KENT STATE UNIVERSITY
MARK NISWANDER|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF NORTH TEXAS|UNIVERSITY OF NORTH TEXAS
MARK SHEEHAN|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
MARTA VENIER|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY O'NEILL SCHOOL OF PUBLIC AND ENVIRONMENTAL AFFAIRS, 2008|INDIANA UNIVERSITY
MARTHA FARELLA|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF ARIZONA|UNIVERSITY OF ARIZONA
MARY  WILLETT|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
MARY JO BANE|HARVARD KENNEDY SCHOOL|HARVARD KENNEDY SCHOOL|HARVARD KENNEDY SCHOOL
MARYLIS FANTONI|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
MATTHEW ANDREWS|HARVARD KENNEDY SCHOOL|MAXWELL SCHOOL, SYRACUSE UNIVERSITY|SYRACUSE UNIVERSITY
MATTHEW BAGGETTA|INDIANA UNIVERSITY O'NEILL SCHOOL|HARVARD UNIVERSITY|HARVARD UNIVERSITY
MATTHEW BAUM|HARVARD KENNEDY SCHOOL|UC SAN DIEGO|UC SAN DIEGO
MAUREEN A. PIROG|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF PENNSYLVANIA|UNIVERSITY OF PENNSYLVANIA
MAX BAZERMAN|HARVARD KENNEDY SCHOOL|LONDON BUSINESS SCHOOL|HARVARD BUSINESS SCHOOL
MEGAN  STARNES|INDIANA UNIVERSITY O'NEILL SCHOOL|IU|IU
MELISSA LANEY|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
MICHAEL RUSHTON|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF BRITISH COLUMBIA|UNIVERSITY OF BRITISH COLUMBIA
MICHAEL S. BARR|FORD SCHOOL OF PUBLIC POLICY|YALE UNIVERSITY|UNIVERSITY OF MICHIGAN
MINDY KING|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF CALIFORNIA, IRVINE|UNIVERSITY OF CALIFORNIA, IRVINE
MIRANDA REDMAN|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
MITCHELL R. BERG|INDIANA UNIVERSITY O'NEILL SCHOOL|HAMLINE UNIVERSITY|HAMLINE UNIVERSITY
MOLLY  STEWART|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF WISCONSIN-MADISON|UNIVERSITY OF WISCONSIN-MADISON
MORELA HERNANDEZ|FORD SCHOOL OF PUBLIC POLICY|FUQUA SCHOOL OF BUSINESS AT DUKE UNIVERSITY|DUKE UNIVERSITY
NATHAN BARKER|HARRIS SCHOOL OF PUBLIC POLICY|YALE UNIVERSITY|YALE UNIVERSITY
NAVIN KUMAR|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
NED ENGLISH|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
NEHA MEHRA|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
NICHOLAS MOORE|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF MIAMI|UNIVERSITY OF MIAMI
NICHOLE HORN|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF TEXAS AT ARLINGTON|UNIVERSITY OF TEXAS AT ARLINGTON
NICK FAHNDERS|HARRIS SCHOOL OF PUBLIC POLICY|COLORADO STATE UNIVERSITY|COLORADO STATE UNIVERSITY
NORMAN BRADBURN|HARRIS SCHOOL OF PUBLIC POLICY|MANNHEIM, GERMANY|UNIVERSITY OF CHICAGO
NOUR ABDUL-RAZZAK|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO CRIME LAB|UNIVERSITY OF CHICAGO HARRIS
NANCY GUYOTT|INDIANA UNIVERSITY O'NEILL SCHOOL|J.D. MAURER SCHOOL OF LAW AT BLOOMINGTON,1993|J.D. MAURER SCHOOL OF LAW AT BLOOMINGTON
NATALIA RAYZOR|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
NIKOLAOS ZIROGIANNIS|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF MASSACHUSETTS-AMHERST|UNIVERSITY OF MASSACHUSETTS-AMHERST
OEINDRILA DUBE|HARRIS SCHOOL OF PUBLIC POLICY|HARVARD UNIVERSITY|HARVARD UNIVERSITY
OLIVER  NELSON JR. |INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF ILLINOIS|UNIVERSITY OF ILLINOIS
ORVILLE POWELL|INDIANA UNIVERSITY O'NEILL SCHOOL|PENNSYLVANIA STATE UNIVERSITY|PENNSYLVANIA STATE UNIVERSITY
OSITA  AFOAKU|INDIANA UNIVERSITY O'NEILL SCHOOL|WASHINGTON STATE UNIVERSITY|WASHINGTON STATE UNIVERSITY
OWEN  WITESMAN|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
PAIGE AZUMA|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO’S|UNIVERSITY OF CHICAGO
PAULA WORTHINGTON|HARRIS SCHOOL OF PUBLIC POLICY|NORTHWESTERN UNIVERSITY|NORTHWESTERN UNIVERSITY
PETER GANONG|HARRIS SCHOOL OF PUBLIC POLICY|HARVARD|HARVARD
PAOLO BELARDINELLI|INDIANA UNIVERSITY O'NEILL SCHOOL|BOCCONI UNIVERSITY|BOCCONI UNIVERSITY
PAUL FOGLEMAN|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
PAUL HELMKE|INDIANA UNIVERSITY O'NEILL SCHOOL|YALE UNIVERSITY|YALE UNIVERSITY
PAULA LANTZ|FORD SCHOOL OF PUBLIC POLICY|UNIVERSITY OF WISCONSIN|ST. OLAF COLLEGE
PERRY MAULL|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITYB|INDIANA UNIVERSITYB
PHIL LEHMKUHLER|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF LOUISVILLEBA|UNIVERSITY OF LOUISVILLEBA
PHILIP S. STEVENS|INDIANA UNIVERSITY O'NEILL SCHOOL|HARVARD UNIVERSITY|HARVARD UNIVERSITY
PHOEBE  WAKHUNGU|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
QUINN RALLINS|HARRIS SCHOOL OF PUBLIC POLICY|CAMBRIDGE UNIVERSITY|NORTHEASTERN UNIVERSITY
R.J. WOODRING|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY BLOOMINGTONM|INDIANA UNIVERSITY BLOOMINGTONM
RAAJ SAH|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF PENNSYLVANIA|UNIVERSITY OF PENNSYLVANIA
RAHMATULLAH HAMRAZ|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
RANJAN DANIELS|HARRIS SCHOOL OF PUBLIC POLICY|EMORY UNIVERSITY|EMORY UNIVERSITY
RAUL SANCHEZ DE LA SIERRA|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY|UNIVERSITY OF CHICAGO
REBECCA HOU|HARRIS SCHOOL OF PUBLIC POLICY|DE MONTFORT UNIVERSITY IN THE UK|DE MONTFORT UNIVERSITY IN THE UK
REBECCA WOLFE|HARRIS SCHOOL OF PUBLIC POLICY|HARVARD UNIVERSITY|HARVARD UNIVERSITY
RENA DASCAL|HARRIS SCHOOL OF PUBLIC POLICY|CONCORDIA UNIVERSITY|YESHIVA UNIVERSITY
RENAE FENTRESS|HARRIS SCHOOL OF PUBLIC POLICY|MOODY BIBLE INSTITUTE|MOODY BIBLE INSTITUTE
RENE BAUTISTA|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITIES|NORC-UNIVERSITY OF CHICAGO
RICHARD DELEWSKY|HARRIS SCHOOL OF PUBLIC POLICY|FLORIDA INTERNATIONAL UNIVERSITY|FLORIDA INTERNATIONAL UNIVERSITY
ROBERT GOERGE|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO HARRIS SCHOOL|CHICAGO SCHOOL OF SOCIAL SERVICE ADMINISTRATION
ROBERT KAESTNER|HARRIS SCHOOL OF PUBLIC POLICY|CITY UNIVERSITY OF NEW YORK|CITY UNIVERSITY OF NEW YORK
ROBERT OWENS|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
ROBERT ROSNER|HARRIS SCHOOL OF PUBLIC POLICY|HARVARD UNIVERSITY|HARVARD UNIVERSITY
ROBERT T. MICHAEL|HARRIS SCHOOL OF PUBLIC POLICY|WESTERN RESERVE ACADEMY|GREAT BRITAIN
ROGER MYERSON|HARRIS SCHOOL OF PUBLIC POLICY|HARVARD UNIVERSITY|HARVARD UNIVERSITY
RONALD GIBBS|HARRIS SCHOOL OF PUBLIC POLICY|JOHNS HOPKINS UNIVERSITY|HARVARD UNIVERSITY
RONI RAULWING|HARRIS SCHOOL OF PUBLIC POLICY|STANFORD GRADUATE SCHOOL OF BUSINESS|STANFORD
RUOQI HUANG|HARRIS SCHOOL OF PUBLIC POLICY|IOWA STATE UNIVERSITY|IOWA STATE UNIVERSITY
RYAN KELLOGG|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CALIFORNIA, BERKELEY|UNIVERSITY OF CALIFORNIA, BERKELEY
RACHEL CASH|INDIANA UNIVERSITY O'NEILL SCHOOL|UMKC, 2021BA, WILLIAM JEWELL COLLEGE|UMKC
RAFAEL REUVENY|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
REBECCA WARREN|INDIANA UNIVERSITY O'NEILL SCHOOL|MICHIGAN STATE UNIVERSITY|MICHIGAN STATE UNIVERSITY
RHONDA BAIRD|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
RICHARD HANSEN|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
RICHARD L. HALL|FORD SCHOOL OF PUBLIC POLICY|UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL|UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL
ROBERT BEHN|HARVARD KENNEDY SCHOOL|HARVARD|HARVARD
ROBERT C. HAMPSHIRE|FORD SCHOOL OF PUBLIC POLICY|PRINCETON UNIVERSITY|PRINCETON UNIVERSITY
ROBERT HANSEN|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
ROBERT S. KRAVCHUK|INDIANA UNIVERSITY O'NEILL SCHOOL|SYRACUSE UNIVERSITY|SYRACUSE UNIVERSITY
ROGER  PARKS|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
ROGER MORRIS|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
RONALD HITES|INDIANA UNIVERSITY O'NEILL SCHOOL|MASSACHUSETTS INSTITUTE OF TECHNOLOGY|MASSACHUSETTS INSTITUTE OF TECHNOLOGY
ROY W. SHIN|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF MINNESOTA|UNIVERSITY OF MINNESOTA
RYAN MUSHINSKI|INDIANA UNIVERSITY O'NEILL SCHOOL|TEXAS A&M UNIVERSITY|TEXAS A&M UNIVERSITY
SABA DEVDARIANI|HARRIS SCHOOL OF PUBLIC POLICY|CALIFORNIA INSTITUTE OF TECHNOLOGY|CALIFORNIA INSTITUTE OF TECHNOLOGY
SABRINA DIRK|HARRIS SCHOOL OF PUBLIC POLICY|INDIANA UNIVERSITY|UNIVERSITY OF CHICAGO
SADIA SINDHU|HARRIS SCHOOL OF PUBLIC POLICY|NORTHWESTERN UNIVERSITY|GEORGETOWN UNIVERSITY
SAMANTHA GEHM|HARRIS SCHOOL OF PUBLIC POLICY|MICHIGAN STATE UNIVERSITY|MICHIGAN STATE UNIVERSITY
SAMANTHA JOHNSON|HARRIS SCHOOL OF PUBLIC POLICY|GOVERNORS STATE UNIVERSITY|GOVERNORS STATE UNIVERSITY
SAMMI WILLIAMS|HARRIS SCHOOL OF PUBLIC POLICY|MICHIGAN STATE UNIVERSITY|MICHIGAN STATE UNIVERSITY
SANAM KAZI|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF ILLINOIS AT CHICAGO|UNIVERSITY OF ILLINOIS AT CHICAGO
SARAH JANE CHRYSLER|HARRIS SCHOOL OF PUBLIC POLICY|LOYOLA UNIVERSITY|LOYOLA UNIVERSITY CHICAGO
SCOTT ASHWORTH|HARRIS SCHOOL OF PUBLIC POLICY|MASSACHUSETTS INSTITUTE OF TECHNOLOGY|MASSACHUSETTS INSTITUTE OF TECHNOLOGY
SCOTT GEHLBACH|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
SEAN DURKIN|HARRIS SCHOOL OF PUBLIC POLICY|WAYNE STATE UNIVERSITY|UNIVERSITY OF CHICAGO
SEIYA KAWASHIMA|HARRIS SCHOOL OF PUBLIC POLICY|LOYOLA UNIVERSITY|RITSUMEIKAN UNIVERSITY
SETH RACHLIN|HARRIS SCHOOL OF PUBLIC POLICY|COLUMBIA UNIVERSITY|COLUMBIA UNIVERSITY
SHAMUS REGAN|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF ILLINOIS AT CHICAGO|UNIVERSITY OF CHICAGO
SHAODA WANG|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CALIFORNIA, BERKELEY|UNIVERSITY OF CALIFORNIA, BERKELEY
SHEILA KOHANTEB|HARRIS SCHOOL OF PUBLIC POLICY|NORTHEASTERN UNIVERSITY|NORTHEASTERN UNIVERSITY
SHELLEY DAVIS|HARRIS SCHOOL OF PUBLIC POLICY|LAWRENCE UNIVERSITY|LAWRENCE UNIVERSITY
SHENG-HAO LO|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
SHILIN LIU|HARRIS SCHOOL OF PUBLIC POLICY|FUDAN UNIVERSITY|HARRIS
SIBYL DAY|HARRIS SCHOOL OF PUBLIC POLICY|YALE UNIVERSITY|YALE UNIVERSITY
STELLA MOY|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
STEVEN DURLAUF|HARRIS SCHOOL OF PUBLIC POLICY|YALE|YALE
STEVEN STRONGIN|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
SUE BURKE|HARRIS SCHOOL OF PUBLIC POLICY|MIAMI UNIVERSITY|MIAMI UNIVERSITY
SUSAN MAYER|HARRIS SCHOOL OF PUBLIC POLICY|LAKE FOREST COLLEGE|LAKE FOREST COLLEGE
SWAPNA PISIPATI|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF ILLINOIS AT CHICAGO|UNIVERSITY OF ILLINOIS AT CHICAGO
SAMEEKSHA DESAI|INDIANA UNIVERSITY O'NEILL SCHOOL|GEORGE MASON UNIVERSITY|GEORGE MASON UNIVERSITY
SAMUEL BAGENSTOS|FORD SCHOOL OF PUBLIC POLICY|UNIVERSITY OF NORTH CAROLINA|UNIVERSITY OF NORTH CAROLINA
SANDY  CLARK-KOLAKS|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
SARAH COHODES|FORD SCHOOL OF PUBLIC POLICY|HARVARD UNIVERSITY|HARVARD UNIVERSITY
SARAH MINCEY|INDIANA UNIVERSITY O'NEILL SCHOOL|O'NEILL SCHOOL OF PUBLIC AND ENVIRONMENTAL AFFAIRS, INDIANA UNIVERSITY|INDIANA UNIVERSITY
SARAH POWERS|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
SCOTT BURGINS|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
SEAN  LONG|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY BLOOMINGTON, 2004|INDIANA UNIVERSITY BLOOMINGTON
SEAN  NICHOLSON-CROTTY|INDIANA UNIVERSITY O'NEILL SCHOOL|TEXAS A&M UNIVERSITY|TEXAS A&M UNIVERSITY
SERGIO FERNANDEZ|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF GEORGIA|UNIVERSITY OF GEORGIA
SETH FREEDMAN|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF MARYLAND|UNIVERSITY OF MARYLAND
SHAHZEEN  ATTARI|INDIANA UNIVERSITY O'NEILL SCHOOL|CARNEGIE MELLON UNIVERSITY|CARNEGIE MELLON UNIVERSITY
SHAWNA GIRGIS|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
SHELLYE SUTTLES|INDIANA UNIVERSITY O'NEILL SCHOOL|PURDUE UNIVERSITY|PURDUE UNIVERSITY
SIÂN MOONEY|INDIANA UNIVERSITY O'NEILL SCHOOL|OREGON STATE UNIVERSITY|OREGON STATE UNIVERSITY
STACI  CAPOZZI|INDIANA UNIVERSITY O'NEILL SCHOOL|THE STATE UNIVERSITY OF NEW JERSEY|RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY
STEPHANIE LEISER|FORD SCHOOL OF PUBLIC POLICY|UNIVERSITY OF WASHINGTON|UNIVERSITY OF WASHINGTON
STEPHEN GLAHOLT|INDIANA UNIVERSITY O'NEILL SCHOOL|MIAMI UNIVERSITY, 2003|MIAMI UNIVERSITY
STEVE ELLER|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA WESLEYAN
STEVE LUCAS|INDIANA UNIVERSITY O'NEILL SCHOOL|NORTHCENTRAL UNIVERSITYMS|NORTHCENTRAL UNIVERSITYMS
SUSAN M. COLLINS|FORD SCHOOL OF PUBLIC POLICY|MASSACHUSETTS INSTITUTE OF TECHNOLOGY|MASSACHUSETTS INSTITUTE OF TECHNOLOGY
SUSAN SIENA|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF CALIFORNIA, BERKELEY|UNIVERSITY OF CALIFORNIA, BERKELEY
TABITHA CLARK|HARRIS SCHOOL OF PUBLIC POLICY|CHICAGO STATE UNIVERSITY|CHICAGO STATE UNIVERSITY
TALEIA BECTON- HILL|HARRIS SCHOOL OF PUBLIC POLICY|THE UNIVERS|UNIVERSITY OF ILLINOIS CHAMPAIGN-URBANA
TANYA HINES|HARRIS SCHOOL OF PUBLIC POLICY|DOUGLASS COLLEGE, RUTGERS UNIVERSITY|DOUGLASS COLLEGE, RUTGERS UNIVERSITY
TARESHA COX|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
TERENCE CHAU|HARRIS SCHOOL OF PUBLIC POLICY|HARRIS SCHOOL OF PUBLIC POLICY|CHICAGO'S HARRIS SCHOOL OF PUBLIC POLICY
TERESA DAVIS|HARRIS SCHOOL OF PUBLIC POLICY|COLLEGE OF COASTAL GEORGIA|COLLEGE OF COASTAL GEORGIA
TERRI BRADY|HARRIS SCHOOL OF PUBLIC POLICY|HARRIS SCHOOL|AGO LAW SCHOOL
THEASTER GATES|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
THOMAS COLEMAN|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|UNIVERSITY OF CHICAGO
THOMAS HAZINSKI|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHIC|UNIVERSITY OF CHICAGO
TIMOTHY KNOWLES|HARRIS SCHOOL OF PUBLIC POLICY|OBERLIN COLLEGE|HARVARD GRADUATE SCHOOL OF EDUCATION
TOM DAY|HARRIS SCHOOL OF PUBLIC POLICY|PENN STATE UNIVERSITY|PENN STATE UNIVERSITY
TOMAS PHILIPSON|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF PENNSYLVANIA|BRAZILIAN ECONOMIC ASSOCIATION
TRAVIS KAVULLA|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CAMBRIDGE|HARVARD UNIVERSITY
TRICIA MCCANN|HARRIS SCHOOL OF PUBLIC POLICY|INDIANA UNIVERSITY OF SOUTH BEND|INDIANA UNIVERSITY OF SOUTH BEND
TARA  ALI|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
TEMIRLAN T.  MOLDOGAZIEV |INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
TERRI L. RENNER|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY, 1985B.A., INDIANA UNIVERSITY|INDIANA UNIVERSITY
TERRY AMSLER|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF SAN FRANCISCO|UNIVERSITY OF SAN FRANCISCO
THEODORE  MILLER|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF IOWA|UNIVERSITY OF IOWA
THOMAS M. RABOVSKY|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF OKLAHOMA|UNIVERSITY OF OKLAHOMA
TIM  WATERS|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
TIM BERRY|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITYBS IN BUSINESS ADMINISTRATION, BOWLING GREEN STATE UNIVERSITY|INDIANA UNIVERSITYBS IN BUSINESS ADMINISTRATION, BOWLING GREEN STATE UNIVERSITY
TODD V. ROYER|INDIANA UNIVERSITY O'NEILL SCHOOL|IDAHO STATE UNIVERSITY|IDAHO STATE UNIVERSITY
TRENT  ENGBERS|INDIANA UNIVERSITY O'NEILL SCHOOL|IU O'NEILL SCHOOL OF PUBLIC AND ENVIRONMENTAL AFFAIRSM|IU O'NEILL SCHOOL OF PUBLIC AND ENVIRONMENTAL AFFAIRSM
TRENT MOORE|INDIANA UNIVERSITY O'NEILL SCHOOL|AMERICAN COLLEGE OF EDUCATION|AMERICAN COLLEGE OF EDUCATION
TRIBBLE BRADLEY|INDIANA UNIVERSITY O'NEILL SCHOOL|STATE UNIVERSITY|STATE UNIVERSITY
TRISHA BUSHEY|INDIANA UNIVERSITY O'NEILL SCHOOL|WASHINGTON UNIVERSITY|WASHINGTON UNIVERSITY
URSULA M.  KUHAR|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
VALENTA KABO|FORD SCHOOL OF PUBLIC POLICY|UNIVERSITY OF MICHIGAN|UNIVERSITY OF MICHIGAN
VICKY MERETSKY|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF ARIZONA|UNIVERSITY OF ARIZONA
VICTOR  KELSON|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
W. GYUDE MOORE|HARRIS SCHOOL OF PUBLIC POLICY|BEREA COLLEGE|GEORGETOWN UNIVERSITY
WHIT AYRES|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL|UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL
WIL BURNS|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CALIFORNIA-BERKELEY|UNIVERSITY OF WALES-CARDIFF SCHOOL OF LAW
WILLIAM HOWELL|HARRIS SCHOOL OF PUBLIC POLICY|STANFORD UNIVERSITY|STANFORD UNIVERSITY
WILLIAM TOWNS|HARRIS SCHOOL OF PUBLIC POLICY|BENEDICTINE UNIVERSITY|BENEDICTINE UNIVERSITY
WIOLETTA DZIUDA|HARRIS SCHOOL OF PUBLIC POLICY|PRINCETON UNIVERSITY|PRINCETON UNIVERSITY
WESLEY  ERWIN|INDIANA UNIVERSITY O'NEILL SCHOOL|2006BACHELOR OF GENERAL STUDIES, 2000|2006
WOOSERK PARK|INDIANA UNIVERSITY O'NEILL SCHOOL|INDIANA UNIVERSITY|INDIANA UNIVERSITY
YALUN SU|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|HARRIS SCHOOL OF PUBLIC POLICY
YANA GALLEN|HARRIS SCHOOL OF PUBLIC POLICY|NORTHWESTERN UNIVERSITY|NORTHWESTERN UNIVERSITY
YUKIKO ASAI|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CALIFORNIA BERKELEY|UNIVERSITY OF CALIFORNIA BERKELEY
YAZIER HENRY|FORD SCHOOL OF PUBLIC POLICY|FORD SCHOOL|FORD SCHOOL
YOUSIF HASSAN|FORD SCHOOL OF PUBLIC POLICY|YORK UNIVERSITY, TORONTO|YORK UNIVERSITY, TORONTO
ZAREK BROT-GOLDBERG |HARRIS SCHOOL OF PUBLIC POLICY|UC BERKELEY|UC BERKELEY
ZHAOSONG RUAN|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO HARRIS SCHOOL|CHINESE UNIVERSITY OF HONG KONG
ZOE (ZHONGYU) WU|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY OF CHICAGO|HARRIS
ZHIYING LI|INDIANA UNIVERSITY O'NEILL SCHOOL|THE OHIO STATE UNIVERSITY|THE OHIO STATE UNIVERSITY
